game_id,date,season,week,league,away,home,assists,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202505200IND,2025-05-20,2025,1,WNBA,ATL,IND,,,,,,,,,,,,,0.2833333333333333,,,,,,
WNBA_202505250ATL,2025-05-25,2025,1,WNBA,CON,ATL,,,,1.0,,,1.0,,1.0,,,,2.6166666666666667,,5.0,,,,
WNBA_202505270LAS,2025-05-27,2025,1,WNBA,ATL,LAS,,,,,,,1.0,,,,,,0.9333333333333333,,1.0,,,,
WNBA_202506100ATL,2025-06-10,2025,1,WNBA,IND,ATL,,,,,,,,,,,,,1.3666666666666667,,-1.0,,,,
WNBA_202506130ATL,2025-06-13,2025,1,WNBA,CHI,ATL,,,,,,,,,,,,,1.05,,-2.0,,,,
WNBA_202506150WAS,2025-06-15,2025,1,WNBA,ATL,WAS,,1.0,1.0,1.0,1.0,0.5,2.0,1.0,,,,,3.25,,1.0,3.0,1.0,,
WNBA_202506220ATL,2025-06-22,2025,1,WNBA,CHI,ATL,,,,,,,,,,,,,0.2833333333333333,,,,,,
WNBA_202506240DAL,2025-06-24,2025,1,WNBA,ATL,DAL,,,,,,,,,,,,,0.48333333333333334,,,,,,
WNBA_202507070ATL,2025-07-07,2025,1,WNBA,GSV,ATL,,,,,,,,,,,,,3.1666666666666665,,-3.0,,,1.0,
WNBA_202507110IND,2025-07-11,2025,1,WNBA,ATL,IND,,,,,,,,,,,,,1.4166666666666667,,-1.0,,,,
WNBA_202507160CHI,2025-07-16,2025,1,WNBA,ATL,CHI,1.0,1.0,,,,,3.0,,,0.5,2.0,1.0,7.616666666666667,1.0,-3.0,1.0,2.0,1.0,
WNBA_202507220LVA,2025-07-22,2025,1,WNBA,ATL,LVA,,,,,,,,,,,,,1.0833333333333333,,,,,,
WNBA_202507300DAL,2025-07-30,2025,1,WNBA,ATL,DAL,1.0,,,,,,,,,,,,3.05,,5.0,,,,
WNBA_202508010ATL,2025-08-01,2025,1,WNBA,PHO,ATL,,1.0,,1.0,,0.333,3.0,1.0,,,2.0,,6.433333333333334,1.0,-12.0,2.0,2.0,2.0,1.0
WNBA_202508030ATL,2025-08-03,2025,1,WNBA,WAS,ATL,,,,,,,,,,,,,0.11666666666666667,,2.0,,,,
WNBA_202508070CHI,2025-08-07,2025,1,WNBA,ATL,CHI,,1.0,,,,,,,,,,,1.0,,3.0,,1.0,,
WNBA_202508170GSV,2025-08-17,2025,1,WNBA,ATL,GSV,,,,,,,1.0,,,,,,1.8666666666666667,,-4.0,,,,
WNBA_202509160IND,2025-09-16,2025,1,WNBA,ATL,IND,,,,,,,,,,,,,1.5,,1.0,,,,
