game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202105140NYL,2021-05-14,2021,1,WNBA,IND,NYL,1.0,,1.0,,1.0,,0.5,2.0,1.0,,1.0,1.0,1.0,7.466666666666667,1.0,2.0,3.0,2.0,,
WNBA_202105160IND,2021-05-16,2021,1,WNBA,NYL,IND,1.0,,1.0,,3.0,,0.2,5.0,1.0,1.0,,,,9.283333333333333,,-1.0,2.0,1.0,,
WNBA_202105190CON,2021-05-19,2021,1,WNBA,IND,CON,1.0,,,,1.0,,0.5,4.0,2.0,1.0,1.0,2.0,2.0,16.883333333333333,,-15.0,6.0,,,1.0
WNBA_202105210IND,2021-05-21,2021,1,WNBA,ATL,IND,5.0,,,0.5,2.0,1.0,0.333,3.0,1.0,1.0,0.5,2.0,1.0,11.433333333333334,,3.0,4.0,,,
WNBA_202105230IND,2021-05-23,2021,1,WNBA,WAS,IND,1.0,,,,1.0,,,2.0,,,,,,9.166666666666666,,7.0,,,,
WNBA_202105250IND,2021-05-25,2021,1,WNBA,WAS,IND,,,1.0,1.0,1.0,1.0,0.75,4.0,3.0,,,,,9.866666666666667,,-5.0,7.0,1.0,,
WNBA_202105280LVA,2021-05-28,2021,1,WNBA,IND,LVA,2.0,,1.0,,,,,1.0,,2.0,1.0,2.0,2.0,11.6,,-24.0,2.0,1.0,,1.0
WNBA_202105300LVA,2021-05-30,2021,1,WNBA,IND,LVA,4.0,,1.0,,2.0,,0.333,6.0,2.0,2.0,,,,17.55,,-11.0,4.0,1.0,,1.0
WNBA_202106010SEA,2021-06-01,2021,1,WNBA,IND,SEA,6.0,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,,2.0,,19.416666666666668,,-15.0,7.0,1.0,1.0,2.0
WNBA_202106030LAS,2021-06-03,2021,1,WNBA,IND,LAS,1.0,,2.0,,,,,,,,1.0,2.0,2.0,7.583333333333333,1.0,-10.0,2.0,3.0,1.0,
WNBA_202106090CHI,2021-06-09,2021,1,WNBA,IND,CHI,1.0,,1.0,,,,,,,,,,,5.383333333333334,,-9.0,,1.0,,
WNBA_202106120IND,2021-06-12,2021,1,WNBA,CHI,IND,6.0,,2.0,,2.0,,0.714,7.0,5.0,,0.667,3.0,2.0,27.466666666666665,1.0,2.0,12.0,3.0,,
