game_id,date,season,week,league,away,home,assisted_tackles,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_minus_xg,goals_plus_assists,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,shots,shots_on_target,solo_tackles,tackles,tackles_for_loss,tfl_yards,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-mlsnp-2023-4wM4E4d5jB,,2023,1,MLSNP,,,,0.0,-0.1393,12.89,-4.2608,0.0,0.0,0.0,2.0,28.0,1.0,20.0,1.0929,5.4643,0.0,0.0,0.0,,,,,0.1393,0.0,0.0,0.1393,0.9454,0.0
FOOTBALL_IFL_2026_7_25_TNAZWRANGLERSG20260725S86X@TVEGASKNIGHTHAWKS,2026-07-25,2026,20,IFL,NAZ Wranglers,Vegas Knight Hawks,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.5,0.0,,,,,,
