game_id,date,season,week,league,away,home,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
2452441,,,1,,,,6.0,0.0,0.0,1.0,0.0,7.0,0.0
2559385,,,1,,,,4.0,0.0,0.0,1.0,0.0,3.0,0.0
2660095,,,1,,,,5.0,1.0,0.0,0.0,0.0,14.0,0.0
2457580,,,2,,,,3.0,0.0,0.0,0.0,1.0,6.0,0.0
2559389,,,2,,,,3.0,0.0,0.0,2.0,1.0,5.0,0.0
2463131,,,3,,,,4.0,0.0,0.0,0.0,1.0,5.0,0.0
2559395,,,3,,,,3.0,0.0,0.0,3.0,1.0,4.0,1.0
2463413,,,4,,,,4.0,0.0,0.0,0.0,0.0,6.0,1.0
2559401,,,4,,,,0.0,0.0,0.0,0.0,1.0,3.0,1.0
2463421,,,5,,,,2.0,0.0,0.0,1.0,0.0,2.0,0.0
2559410,,,5,,,,1.0,0.0,0.0,0.0,0.0,4.0,0.0
2559417,,,6,,,,2.0,0.0,0.0,0.0,1.0,4.0,0.0
