game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
cricket-t20i-2024-05-28-1433772,2024-05-28,2024,1,T20I,Netherlands,Italy,1.0,0.0,1.0,11.0,0.0,0.0,,,,,,,,1.0
cricket-t20i-2024-05-30-1433775,2024-05-30,2024,1,T20I,Italy,Netherlands,5.0,0.0,0.0,7.0,0.0,0.0,8.0,0.0,1.0,17.0,0.0,1.0,,1.0
cricket-t20i-2024-07-26-1444531,2024-07-26,2024,1,T20I,Germany,Italy,,,,,,,6.0,0.0,0.0,7.0,1.0,1.0,,1.0
cricket-t20i-2024-07-27-1444536,2024-07-27,2024,1,T20I,Italy,Jersey,,,,,,,12.0,0.0,0.0,19.0,1.0,2.0,1.0,1.0
cricket-t20i-2024-07-28-1444669,2024-07-28,2024,1,T20I,Italy,Germany,16.0,1.0,1.0,9.0,12.0,0.0,18.0,0.0,1.0,16.0,1.0,3.0,,1.0
cricket-t20i-2025-05-25-1486088,2025-05-25,2025,1,T20I,Jersey,Italy,,,,,,,24.0,0.0,1.0,17.0,1.0,2.0,,1.0
cricket-t20i-2025-05-25-1486090,2025-05-25,2025,1,T20I,Isle of Man,Italy,,,,,,,12.0,0.0,0.0,19.0,1.0,3.0,,1.0
cricket-t20i-2025-05-28-1486096,2025-05-28,2025,1,T20I,Italy,Germany,,,,,,,18.0,0.0,2.0,19.0,1.0,2.0,,1.0
cricket-t20i-2025-05-29-1486100,2025-05-29,2025,1,T20I,Italy,Spain,4.0,0.0,0.0,10.0,2.0,0.0,,,,,,,,1.0
cricket-t20i-2025-08-21-1498209,2025-08-21,2025,1,T20I,Germany,Italy,,,,,,,24.0,0.0,1.0,31.0,0.0,5.0,,1.0
cricket-t20i-2025-08-26-1498214,2025-08-26,2025,1,T20I,Germany,Italy,,,,,,,18.0,0.0,0.0,19.0,1.0,5.0,,1.0
cricket-t20i-2025-08-27-1498217,2025-08-27,2025,1,T20I,Ireland,Italy,6.0,1.0,0.0,9.0,7.0,0.0,6.0,0.0,1.0,13.0,0.0,0.0,,1.0
