game_id,date,season,week,league,away,home,fumble_rec_yards,fumbles_forced,fumbles_lost_game,fumbles_opp_rec,fumbles_own_rec,pr_fc,receiving_tds,receiving_yards,receptions,rush_attempts,rushing_tds,rushing_yards,targets
FOOTBALL_AAF_2019_2_9_ATL@ORL,2019-02-09,2019,1,AAF,ATL,ORL,,,,,,0.0,1.0,33.0,1.0,5.0,0.0,35.0,1.0
FOOTBALL_AAF_2019_2_17_ORL@SA,2019-02-17,2019,2,AAF,ORL,SA,,,,,,1.0,0.0,0.0,0.0,8.0,0.0,57.0,1.0
FOOTBALL_AAF_2019_2_23_MEM@ORL,2019-02-23,2019,3,AAF,MEM,ORL,,,,,,0.0,0.0,18.0,2.0,13.0,1.0,79.0,3.0
FOOTBALL_AAF_2019_3_2_ORL@SL,2019-03-02,2019,4,AAF,ORL,SL,,,,,,1.0,0.0,4.0,2.0,8.0,0.0,31.0,2.0
FOOTBALL_AAF_2019_3_9_ORL@BIR,2019-03-09,2019,5,AAF,ORL,BIR,0.0,1.0,1.0,0.0,0.0,1.0,0.0,73.0,5.0,9.0,0.0,49.0,6.0
FOOTBALL_AAF_2019_3_16_ARI@ORL,2019-03-16,2019,6,AAF,ARI,ORL,0.0,0.0,1.0,1.0,0.0,0.0,0.0,27.0,4.0,9.0,0.0,43.0,6.0
FOOTBALL_AAF_2019_3_23_ORL@ATL,2019-03-23,2019,7,AAF,ORL,ATL,,,,,,0.0,0.0,27.0,2.0,7.0,0.0,54.0,2.0
FOOTBALL_AAF_2019_3_30_ORL@MEM,2019-03-30,2019,8,AAF,ORL,MEM,,,,,,1.0,0.0,38.0,6.0,5.0,1.0,24.0,9.0
