game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202105140MIN,2021-05-14,2021,1,WNBA,PHO,MIN,3.0,2.0,5.0,0.5,2.0,1.0,0.438,16.0,7.0,4.0,1.0,3.0,3.0,30.133333333333333,1.0,7.0,18.0,6.0,,3.0
WNBA_202105180NYL,2021-05-18,2021,1,WNBA,MIN,NYL,4.0,2.0,3.0,,3.0,,0.182,11.0,2.0,3.0,1.0,1.0,1.0,26.683333333333334,1.0,-12.0,5.0,4.0,1.0,3.0
WNBA_202105200MIN,2021-05-20,2021,1,WNBA,SEA,MIN,6.0,,4.0,,1.0,,0.25,8.0,2.0,3.0,0.75,8.0,6.0,25.3,1.0,-13.0,10.0,5.0,,7.0
WNBA_202106120MIN,2021-06-12,2021,1,WNBA,LAS,MIN,1.0,,4.0,,1.0,,0.4,5.0,2.0,,1.0,3.0,3.0,10.633333333333333,,4.0,7.0,4.0,1.0,6.0
WNBA_202108210CHI,2021-08-21,2021,1,WNBA,MIN,CHI,,,1.0,,1.0,,0.333,6.0,2.0,2.0,1.0,6.0,6.0,14.033333333333333,1.0,-2.0,10.0,2.0,,1.0
WNBA_202108240MIN,2021-08-24,2021,1,WNBA,SEA,MIN,2.0,,,,1.0,,0.167,6.0,1.0,1.0,,,,15.933333333333334,1.0,3.0,2.0,1.0,,2.0
WNBA_202108310MIN,2021-08-31,2021,1,WNBA,NYL,MIN,1.0,,3.0,,1.0,,0.5,4.0,2.0,3.0,0.857,7.0,6.0,17.683333333333334,2.0,6.0,10.0,5.0,,3.0
WNBA_202109020MIN,2021-09-02,2021,1,WNBA,LAS,MIN,2.0,,1.0,0.25,4.0,1.0,0.273,11.0,3.0,2.0,1.0,6.0,6.0,17.783333333333335,1.0,7.0,13.0,2.0,1.0,
WNBA_202109040MIN,2021-09-04,2021,1,WNBA,WAS,MIN,2.0,,3.0,0.5,4.0,2.0,0.6,10.0,6.0,2.0,0.857,7.0,6.0,24.266666666666666,,15.0,20.0,3.0,1.0,1.0
WNBA_202109080LVA,2021-09-08,2021,1,WNBA,MIN,LVA,2.0,,1.0,0.5,4.0,2.0,0.538,13.0,7.0,2.0,0.8,5.0,4.0,21.9,,-8.0,20.0,1.0,,3.0
