game_id,date,season,week,league,away,home,1pt_conversion,conversions,interceptions_lost,passing_tds,passing_yards,rushing_tds,rushing_yards
FOOTBALL_XFL_2023_2_26_SA@ORL,2023-02-26,2023,2,XFL,GUARDIANS,BRAHMAS,0.0,0.0,1.0,1.0,8.0,,14.0
FOOTBALL_XFL_2023_3_11_HOU@ORL,2023-03-11,2023,4,XFL,GUARDIANS,ROUGHNECKS,1.0,0.0,,,19.0,,6.0
FOOTBALL_XFL_2023_4_15_ORL@SA,2023-04-15,2023,9,XFL,ORL,SA,,,,1.0,20.0,,7.0
FOOTBALL_XFL_2023_4_22_ORL@STL,2023-04-22,2023,10,XFL,ORL,STL,,,2.0,1.0,93.0,,27.0
SYNTHETIC_XFL_2023_W10_GUARDIANS,2023-04-22,2023,10,XFL,BATTLEHAWKS,GUARDIANS,0.0,0.0,,,,,
19,2024-04-28,2024,5,UFL,DEFENDERS,BATTLEHAWKS,,,0.0,0.0,0.0,,
27,2024-05-12,2024,7,UFL,DEFENDERS,PANTHERS,,,,,,0.0,1.0
