game_id,date,season,week,league,away,home,interceptions_lost,interceptions_made,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
SYNTHETIC_CFL_2023_W5_MTL,,2023,5,CFL,,,,,,,0.0,61.0,4.0,,,,
SYNTHETIC_CFL_2023_W6_MTL,,2023,6,CFL,,,,,,,3.0,48.0,3.0,,,,
SYNTHETIC_CFL_2023_W8_MTL,,2023,8,CFL,,,,,,,0.0,5.0,1.0,,,,
SYNTHETIC_CFL_2023_W9_MTL,,2023,9,CFL,,,,,,,0.0,90.0,4.0,,,,
SYNTHETIC_CFL_2023_W10_MTL,,2023,10,CFL,,,,,,,0.0,15.0,1.0,,,,
SYNTHETIC_CFL_2023_W11_MTL,,2023,11,CFL,,,,,,,2.0,98.0,7.0,,,,
SYNTHETIC_CFL_2023_W12_MTL,,2023,12,CFL,,,,,,,0.0,21.0,2.0,,,,
SYNTHETIC_CFL_2023_W13_MTL,,2023,13,CFL,,,0.0,,0.0,24.0,0.0,69.0,7.0,,,,
SYNTHETIC_CFL_2023_W14_MTL,,2023,14,CFL,,,,,,,0.0,30.0,2.0,,,,
SYNTHETIC_CFL_2023_W15_MTL,,2023,15,CFL,,,,,,,0.0,63.0,3.0,,,,
SYNTHETIC_CFL_2023_W16_MTL,,2023,16,CFL,,,,0.0,,,0.0,83.0,6.0,,,0.0,1.0
SYNTHETIC_CFL_2023_W17_MTL,,2023,17,CFL,,,,,,,0.0,21.0,2.0,,,,
SYNTHETIC_CFL_2023_W18_MTL,,2023,18,CFL,,,,,,,0.0,78.0,7.0,,,,
SYNTHETIC_CFL_2023_W19_MTL,,2023,19,CFL,,,,0.0,,,0.0,69.0,4.0,,,0.0,1.0
SYNTHETIC_CFL_2023_W21_MTL,,2023,21,CFL,,,,,,,0.0,37.0,3.0,,,,
SYNTHETIC_CFL_2024_W1_MTL,,2024,1,CFL,,,,,,,0.0,62.0,2.0,0.0,5.0,,
SYNTHETIC_CFL_2024_W15_MTL,,2024,15,CFL,,,,,,,0.0,38.0,4.0,0.0,3.0,,
SYNTHETIC_CFL_2024_W16_MTL,,2024,16,CFL,,,,,,,0.0,40.0,3.0,,,,
SYNTHETIC_CFL_2024_W17_MTL,,2024,17,CFL,,,,,,,0.0,25.0,4.0,,,,
SYNTHETIC_CFL_2024_W20_MTL,,2024,20,CFL,,,,,,,0.0,28.0,3.0,,,,
SYNTHETIC_CFL_2024_W21_MTL,,2024,21,CFL,,,,,,,0.0,60.0,8.0,,,,
SYNTHETIC_CFL_2025_W1_MTL,,2025,1,CFL,,,,,,,0.0,34.0,3.0,,,,
SYNTHETIC_CFL_2025_W2_MTL,,2025,2,CFL,,,,,,,0.0,117.0,4.0,,,,
SYNTHETIC_CFL_2025_W3_MTL,,2025,3,CFL,,,,,,,1.0,64.0,4.0,,,,
SYNTHETIC_CFL_2025_W4_MTL,,2025,4,CFL,,,,,,,0.0,55.0,6.0,,,,
SYNTHETIC_CFL_2025_W5_MTL,,2025,5,CFL,,,,,,,0.0,30.0,4.0,,,,
SYNTHETIC_CFL_2025_W7_MTL,,2025,7,CFL,,,,,,,0.0,37.0,3.0,,,,
SYNTHETIC_CFL_2025_W8_MTL,,2025,8,CFL,,,,,,,0.0,103.0,7.0,,,,
SYNTHETIC_CFL_2025_W9_MTL,,2025,9,CFL,,,,,,,0.0,88.0,7.0,,,,
SYNTHETIC_CFL_2025_W10_MTL,,2025,10,CFL,,,,,,,0.0,50.0,7.0,,,,
SYNTHETIC_CFL_2025_W11_MTL,,2025,11,CFL,,,,,,,1.0,111.0,5.0,,,,
SYNTHETIC_CFL_2025_W12_MTL,,2025,12,CFL,,,0.0,,0.0,44.0,1.0,56.0,6.0,,,,
SYNTHETIC_CFL_2025_W14_MTL,,2025,14,CFL,,,,,,,0.0,18.0,2.0,,,,
SYNTHETIC_CFL_2025_W15_MTL,,2025,15,CFL,,,,,,,0.0,34.0,4.0,,,,
SYNTHETIC_CFL_2025_W16_MTL,,2025,16,CFL,,,,,,,1.0,68.0,4.0,0.0,11.0,,
SYNTHETIC_CFL_2025_W17_MTL,,2025,17,CFL,,,,,,,0.0,115.0,8.0,,,,
SYNTHETIC_CFL_2025_W19_MTL,,2025,19,CFL,,,,,,,0.0,35.0,3.0,,,,
SYNTHETIC_CFL_2025_W20_MTL,,2025,20,CFL,,,,,,,0.0,114.0,7.0,,,,
