game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,hockeyAssists,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-12-ATX-ATL,2023-05-12,2023,3,,ATX,ATL,,2.0,5.0,5.0,2.0,,,5.0,,35.0,14.0
2023-05-21-ATL-CAR,2023-05-21,2023,4,,ATL,CAR,1.0,,20.0,14.0,5.0,1.0,,16.0,2.0,188.0,87.0
2023-05-27-HTX-ATL,2023-05-27,2023,5,,HTX,ATL,1.0,1.0,11.0,11.0,,1.0,1.0,13.0,2.0,170.0,77.0
2023-07-22-CAR-ATL,2023-07-22,2023,13,,CAR,ATL,,,11.0,11.0,,1.0,,13.0,1.0,16.0,18.0
