game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,fielding_catches,match_played
cricket-cpl-2020-08-19-1227868,2020-08-19,2020,1,CPL,St Kitts and Nevis Patriots,Guyana Amazon Warriors,6.0,1.0,0.0,3.0,5.0,0.0,,1.0
cricket-cpl-2020-08-27-1227879,2020-08-27,2020,1,CPL,St Kitts and Nevis Patriots,St Lucia Zouks,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
cricket-cpl-2020-08-29-1227882,2020-08-29,2020,1,CPL,Jamaica Tallawahs,St Kitts and Nevis Patriots,20.0,2.0,0.0,5.0,16.0,0.0,,1.0
cricket-odi-2025-03-29-1443554,2025-03-29,2025,1,ODI,New Zealand,Pakistan,29.0,3.0,0.0,2.0,15.0,0.0,,1.0
cricket-odi-2025-04-02-1443555,2025-04-02,2025,1,ODI,New Zealand,Pakistan,23.0,4.0,0.0,2.0,31.0,2.0,,1.0
cricket-odi-2025-04-05-1443556,2025-04-05,2025,1,ODI,New Zealand,Pakistan,9.0,0.0,0.0,2.0,3.0,0.0,,1.0
cricket-odi-2026-04-17-1528272,2026-04-17,2026,1,ODI,New Zealand,Bangladesh,23.0,1.0,0.0,2.0,7.0,0.0,,1.0
cricket-odi-2026-04-20-1528273,2026-04-20,2026,1,ODI,New Zealand,Bangladesh,102.0,14.0,0.0,2.0,83.0,0.0,,1.0
cricket-odi-2026-04-23-1528274,2026-04-23,2026,1,ODI,Bangladesh,New Zealand,80.0,6.0,0.0,2.0,59.0,1.0,1.0,1.0
cricket-t20i-2026-03-15-1491735,2026-03-15,2026,1,T20I,New Zealand,South Africa,5.0,0.0,0.0,4.0,2.0,0.0,,1.0
cricket-t20i-2026-03-17-1491736,2026-03-17,2026,1,T20I,New Zealand,South Africa,12.0,4.0,0.0,4.0,21.0,0.0,,1.0
cricket-t20i-2026-03-20-1491737,2026-03-20,2026,1,T20I,South Africa,New Zealand,1.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0
cricket-t20i-2026-03-22-1491738,2026-03-22,2026,1,T20I,South Africa,New Zealand,20.0,2.0,0.0,4.0,19.0,0.0,,1.0
cricket-t20i-2026-03-25-1491739,2026-03-25,2026,1,T20I,South Africa,New Zealand,18.0,1.0,0.0,4.0,14.0,0.0,1.0,1.0
cricket-t20i-2026-04-27-1528275,2026-04-27,2026,1,T20I,New Zealand,Bangladesh,27.0,5.0,0.0,4.0,39.0,1.0,,1.0
cricket-t20i-2026-05-02-1528277,2026-05-02,2026,1,T20I,Bangladesh,New Zealand,5.0,0.0,0.0,5.0,1.0,0.0,,1.0
