game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,sog,to
NLL_2019_SEASON_TOTAL,,2019,1,NLL,,,4.0,,,12.0,2.0,,29.0,,6.0,,
NLL_2021_SEASON_TOTAL,,2021,1,NLL,,,2.0,,,18.0,,,72.0,,2.0,,
NLL_2022_SEASON_TOTAL,,2022,1,NLL,,,5.0,,,18.0,2.0,,28.0,,7.0,,
NLL_2023_SEASON_TOTAL,,2023,1,NLL,,,2.0,,,19.0,,,33.0,,2.0,,
703331825,2025-10-29,2025,1,NLL,GEORGIA,BUFFALO,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0
