game_id,date,season,week,league,away,home,1pt_conversion,conversions,interceptions_lost,lost_fumbles,passing_tds,passing_yards,rushing_tds,rushing_yards
SYNTHETIC_USFL_2023_W10_PANTHERS,2023-06-18,2023,10,USFL,PANTHERS,STARS,,1.0,0.0,,0.0,121.0,1.0,48.0
SYNTHETIC_USFL_2023_W11_PANTHERS,,2023,11,USFL,,,,,1.0,,2.0,370.0,1.0,22.0
SYNTHETIC_UFL_2024_W1_PANTHERS,2024-03-30,2024,1,UFL,PANTHERS,BATTLEHAWKS,,1.0,2.0,,0.0,176.0,2.0,17.0
SYNTHETIC_UFL_2024_W2_PANTHERS,2024-04-07,2024,2,UFL,PANTHERS,STALLIONS,1.0,,1.0,,1.0,203.0,0.0,25.0
SYNTHETIC_UFL_2024_W3_PANTHERS,2024-04-14,2024,3,UFL,PANTHERS,ROUGHNECKS,,2.0,0.0,,1.0,208.0,2.0,60.0
SYNTHETIC_UFL_2024_W4_PANTHERS,2024-04-20,2024,4,UFL,BRAHMAS,PANTHERS,,,0.0,1.0,0.0,77.0,0.0,49.0
