game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_minus_xg,goals_plus_assists,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,shots,shots_on_target,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-mls-2017-a2lqR4JMr0,,2017,1,MLS,,,2.0,-2.4491,17.9565,0.5575,3.0,0.9382,5.0,34.0,1676.0,0.7439,742.0,-9.0039,-1.2135,0.5356,21.0,9.0,4.4491,2.0618,0.8136,6.5109,0.7561,0.961
soccer-mls-2018-a2lqR4JMr0,,2018,1,MLS,,,5.0,1.3792,20.6764,3.1791,0.0,-0.2638,5.0,42.0,3422.0,0.8172,2123.0,35.8265,1.6875,0.0,7.0,3.0,3.6208,0.2638,0.2827,3.8845,0.8004,0.1813
soccer-mls-2019-a2lqR4JMr0,,2019,1,MLS,,,1.0,-0.299,21.9853,4.8447,0.0,-0.811,1.0,19.0,1732.0,0.7278,900.0,-13.1903,-1.4656,0.0,10.0,2.0,1.299,0.811,-0.4086,2.11,0.7424,0.2223
soccer-uslc-2019-BLMv6m3Mxe,,2019,1,USLC,,,0.0,-0.3169,22.0827,1.38,0.0,0.0,0.0,2.0,66.0,0.7941,34.0,3.4987,10.2902,0.0,0.0,0.0,0.3169,0.0,0.0,0.3169,0.6912,0.0
soccer-mls-2020-KAqBN0Vqbg,,2020,1,MLS,,,3.0,-0.4256,19.5399,-0.0675,2.0,1.1598,5.0,25.0,1936.0,0.7695,963.0,3.0611,0.3179,1.0078,14.0,5.0,3.4256,0.8402,1.0051,4.2657,0.7663,0.5669
soccer-mls-2021-KAqBN0Vqbg,,2021,1,MLS,,,4.0,-2.0924,19.4988,-0.5984,0.0,-0.8286,4.0,74.0,2990.0,0.8168,1692.0,52.7067,3.1151,0.0,10.0,4.0,6.0924,0.8286,-0.4883,6.921,0.7856,0.5158
soccer-mls-2022-KAqBN0Vqbg,,2022,1,MLS,,,6.0,-0.481,19.2309,0.2261,2.0,0.3086,8.0,69.0,2249.0,0.7805,1303.0,42.1604,3.2356,1.8166,17.0,9.0,6.481,1.6914,-0.0691,8.1724,0.7482,1.0981
soccer-mls-2023-KAqBN0Vqbg,,2023,1,MLS,,,12.0,5.1862,19.4631,-0.1413,4.0,1.9894,16.0,62.0,3537.0,0.8214,2066.0,53.3835,2.5839,0.6842,20.0,8.0,6.8138,2.0106,-0.1938,8.8243,0.7956,1.0437
soccer-mls-2024-KAqBN0Vqbg,,2024,1,MLS,,,7.0,-0.6083,20.6959,1.6993,1.0,-0.3157,8.0,71.0,3482.0,0.7847,1895.0,56.3989,2.9762,0.0,12.0,1.0,7.6083,1.3157,-0.4599,8.924,0.7549,0.7888
soccer-mls-2025-KAqBN0Vqbg,,2025,1,MLS,,,2.0,-0.3082,20.1204,0.526,1.0,-0.2934,3.0,20.0,1759.0,0.7911,967.0,10.3169,1.0669,0.2947,8.0,3.0,2.3082,1.2934,-0.0893,3.6017,0.7804,0.7616
