game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_minus_xg,goals_plus_assists,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,receiving_tds,receiving_yards,receptions,shots,shots_on_target,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-uslc-2022-NWMWllL5lz,,2022,1,USLC,,,0.0,0.0,16.29,-0.871,0.0,-0.0353,0.0,0.0,113.0,0.7333,30.0,-1.5373,-5.1245,0.0,,,,1.0,0.0,0.0,0.0353,-0.0353,0.0353,0.7846,0.0
44,2025-03-29,2025,1,UFL,RENEGADES,BRAHMAS,,,,,,,,,,,,,,,0.0,63.0,4.0,,,,,,,,
50,2025-04-06,2025,2,UFL,BATTLEHAWKS,BRAHMAS,,,,,,,,,,,,,,,0.0,69.0,3.0,,,,,,,,
53,2025-04-13,2025,3,UFL,PANTHERS,BRAHMAS,,,,,,,,,,,,,,,0.0,56.0,4.0,,,,,,,,
57,2025-04-20,2025,4,UFL,DEFENDERS,BRAHMAS,,,,,,,,,,,,,,,0.0,35.0,3.0,,,,,,,,
61,2025-04-27,2025,5,UFL,BRAHMAS,ROUGHNECKS,,,,,,,,,,,,,,,0.0,24.0,1.0,,,,,,,,
64,2025-05-04,2025,6,UFL,STALLIONS,BRAHMAS,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
72,2025-05-23,2025,9,UFL,BRAHMAS,BATTLEHAWKS,,,,,,,,,,,,,,,0.0,9.0,1.0,,,,,,,,
77,2025-06-01,2025,10,UFL,BRAHMAS,RENEGADES,,,,,,,,,,,,,,,0.0,39.0,2.0,,,,,,,,
