game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202106250MIN,2021-06-25,2021,1,WNBA,LVA,MIN,4.0,4.0,13.0,0.6,20.0,12.0,5.0,0.857,7.0,6.0,40.483333333333334,1.0,-1.0,30.0,14.0,4.0,3.0
WNBA_202106300PHO,2021-06-30,2021,1,WNBA,MIN,PHO,3.0,2.0,8.0,0.583,12.0,7.0,3.0,0.5,2.0,1.0,35.583333333333336,3.0,11.0,15.0,11.0,1.0,4.0
WNBA_202107030PHO,2021-07-03,2021,1,WNBA,MIN,PHO,,3.0,8.0,0.3,10.0,3.0,2.0,,,,24.0,2.0,23.0,6.0,10.0,2.0,2.0
WNBA_202107070MIN,2021-07-07,2021,1,WNBA,DAL,MIN,2.0,1.0,10.0,0.6,10.0,6.0,1.0,0.75,4.0,3.0,28.666666666666668,1.0,3.0,15.0,11.0,,3.0
WNBA_202107090LVA,2021-07-09,2021,1,WNBA,MIN,LVA,1.0,2.0,7.0,0.5,14.0,7.0,2.0,,,,33.35,2.0,6.0,14.0,9.0,,
WNBA_202107110LAS,2021-07-11,2021,1,WNBA,MIN,LAS,,3.0,7.0,0.714,7.0,5.0,3.0,,,,26.233333333333334,,12.0,10.0,7.0,2.0,1.0
WNBA_202108150MIN,2021-08-15,2021,1,WNBA,NYL,MIN,1.0,,8.0,0.9,10.0,9.0,2.0,1.0,2.0,2.0,30.45,3.0,9.0,20.0,11.0,3.0,2.0
WNBA_202108170CON,2021-08-17,2021,1,WNBA,MIN,CON,1.0,1.0,4.0,0.7,10.0,7.0,3.0,,,,33.0,1.0,-5.0,14.0,5.0,1.0,3.0
WNBA_202108190CON,2021-08-19,2021,1,WNBA,MIN,CON,2.0,1.0,8.0,0.667,12.0,8.0,2.0,1.0,2.0,2.0,34.2,3.0,1.0,18.0,11.0,,4.0
WNBA_202108210CHI,2021-08-21,2021,1,WNBA,MIN,CHI,2.0,3.0,5.0,0.667,9.0,6.0,5.0,0.75,4.0,3.0,32.05,1.0,3.0,15.0,6.0,,2.0
WNBA_202108240MIN,2021-08-24,2021,1,WNBA,SEA,MIN,1.0,3.0,17.0,0.588,17.0,10.0,,1.0,9.0,9.0,36.93333333333333,3.0,8.0,29.0,20.0,4.0,
WNBA_202109020MIN,2021-09-02,2021,1,WNBA,LAS,MIN,1.0,1.0,16.0,0.7,10.0,7.0,1.0,0.5,2.0,1.0,35.916666666666664,1.0,15.0,15.0,17.0,,3.0
WNBA_202109040MIN,2021-09-04,2021,1,WNBA,WAS,MIN,,3.0,5.0,0.833,6.0,5.0,4.0,1.0,2.0,2.0,18.333333333333332,1.0,7.0,12.0,6.0,,3.0
WNBA_202109080LVA,2021-09-08,2021,1,WNBA,MIN,LVA,1.0,,10.0,0.556,9.0,5.0,,,,,28.183333333333334,1.0,-15.0,10.0,11.0,,
WNBA_202109100MIN,2021-09-10,2021,1,WNBA,IND,MIN,3.0,5.0,5.0,0.75,8.0,6.0,2.0,1.0,1.0,1.0,20.283333333333335,2.0,19.0,13.0,7.0,4.0,2.0
WNBA_202109120MIN,2021-09-12,2021,1,WNBA,IND,MIN,1.0,3.0,4.0,0.7,10.0,7.0,2.0,1.0,4.0,4.0,32.5,4.0,8.0,18.0,8.0,2.0,2.0
WNBA_202109170IND,2021-09-17,2021,1,WNBA,MIN,IND,,,6.0,0.889,9.0,8.0,2.0,0.833,6.0,5.0,24.3,4.0,18.0,21.0,10.0,2.0,
WNBA_202109190WAS,2021-09-19,2021,1,WNBA,MIN,WAS,1.0,,9.0,0.5,6.0,3.0,3.0,1.0,2.0,2.0,31.8,4.0,4.0,8.0,13.0,2.0,
WNBA_202109260MIN,2021-09-26,2021,1,WNBA,CHI,MIN,2.0,2.0,6.0,0.667,9.0,6.0,6.0,0.833,6.0,5.0,32.43333333333333,2.0,-4.0,17.0,8.0,1.0,1.0
WNBA_202205060SEA,2022-05-06,2022,1,WNBA,MIN,SEA,2.0,1.0,2.0,0.571,14.0,8.0,,,,,22.6,2.0,-5.0,16.0,4.0,1.0,
WNBA_202205080MIN,2022-05-08,2022,1,WNBA,WAS,MIN,,1.0,5.0,0.417,12.0,5.0,2.0,1.0,3.0,3.0,27.816666666666666,3.0,-15.0,13.0,8.0,1.0,2.0
WNBA_202205100IND,2022-05-10,2022,1,WNBA,MIN,IND,3.0,2.0,8.0,0.706,17.0,12.0,2.0,0.5,4.0,2.0,37.3,6.0,-3.0,26.0,14.0,4.0,3.0
WNBA_202205140MIN,2022-05-14,2022,1,WNBA,CHI,MIN,1.0,1.0,9.0,0.778,9.0,7.0,1.0,0.4,5.0,2.0,32.68333333333333,2.0,-7.0,16.0,11.0,1.0,3.0
WNBA_202205170LAS,2022-05-17,2022,1,WNBA,MIN,LAS,2.0,2.0,7.0,0.8,10.0,8.0,6.0,0.8,5.0,4.0,38.666666666666664,5.0,-1.0,20.0,12.0,1.0,3.0
WNBA_202205190LVA,2022-05-19,2022,1,WNBA,MIN,LVA,,,8.0,0.727,11.0,8.0,3.0,1.0,4.0,4.0,35.333333333333336,2.0,4.0,20.0,10.0,,1.0
WNBA_202205210DAL,2022-05-21,2022,1,WNBA,MIN,DAL,2.0,4.0,9.0,0.667,9.0,6.0,,1.0,2.0,2.0,31.766666666666666,,-20.0,14.0,9.0,3.0,4.0
WNBA_202205240MIN,2022-05-24,2022,1,WNBA,NYL,MIN,,1.0,9.0,0.5,12.0,6.0,3.0,0.4,5.0,2.0,33.733333333333334,5.0,8.0,14.0,14.0,2.0,2.0
WNBA_202205290MIN,2022-05-29,2022,1,WNBA,LAS,MIN,,1.0,5.0,0.5,8.0,4.0,6.0,0.538,13.0,7.0,30.916666666666668,2.0,-4.0,15.0,7.0,2.0,3.0
WNBA_202206010ATL,2022-06-01,2022,1,WNBA,MIN,ATL,1.0,1.0,19.0,0.778,9.0,7.0,2.0,0.5,4.0,2.0,35.61666666666667,1.0,-1.0,16.0,20.0,2.0,5.0
WNBA_202206050NYL,2022-06-05,2022,1,WNBA,MIN,NYL,1.0,,5.0,0.7,10.0,7.0,3.0,0.571,7.0,4.0,36.016666666666666,3.0,6.0,18.0,8.0,,4.0
WNBA_202206070NYL,2022-06-07,2022,1,WNBA,MIN,NYL,,,3.0,0.571,7.0,4.0,,1.0,2.0,2.0,23.966666666666665,3.0,-8.0,10.0,6.0,1.0,
WNBA_202206230MIN,2022-06-23,2022,1,WNBA,PHO,MIN,,,7.0,0.583,12.0,7.0,2.0,,,,22.1,3.0,5.0,14.0,10.0,,1.0
WNBA_202206260CHI,2022-06-26,2022,1,WNBA,MIN,CHI,3.0,3.0,6.0,1.0,6.0,6.0,2.0,,,,24.15,,-9.0,12.0,6.0,,3.0
WNBA_202206280MIN,2022-06-28,2022,1,WNBA,DAL,MIN,,1.0,2.0,0.714,7.0,5.0,2.0,,2.0,,15.433333333333334,1.0,15.0,10.0,3.0,2.0,1.0
WNBA_202207010MIN,2022-07-01,2022,1,WNBA,LVA,MIN,,2.0,3.0,0.857,7.0,6.0,2.0,,,,20.766666666666666,2.0,-19.0,12.0,5.0,1.0,1.0
WNBA_202207030MIN,2022-07-03,2022,1,WNBA,LVA,MIN,1.0,2.0,7.0,0.333,9.0,3.0,2.0,1.0,2.0,2.0,20.333333333333332,4.0,13.0,8.0,11.0,,
WNBA_202207060MIN,2022-07-06,2022,1,WNBA,CHI,MIN,,,6.0,0.625,8.0,5.0,2.0,1.0,4.0,4.0,24.333333333333332,1.0,8.0,14.0,7.0,2.0,5.0
WNBA_202207120MIN,2022-07-12,2022,1,WNBA,PHO,MIN,,,10.0,0.6,10.0,6.0,5.0,0.4,5.0,2.0,36.6,4.0,15.0,14.0,14.0,,2.0
WNBA_202207140MIN,2022-07-14,2022,1,WNBA,DAL,MIN,3.0,1.0,11.0,0.643,14.0,9.0,3.0,0.5,4.0,2.0,26.916666666666668,6.0,3.0,20.0,17.0,,1.0
WNBA_202207150IND,2022-07-15,2022,1,WNBA,MIN,IND,3.0,2.0,8.0,0.667,12.0,8.0,2.0,1.0,6.0,6.0,29.333333333333332,4.0,-7.0,22.0,12.0,1.0,4.0
WNBA_202207170WAS,2022-07-17,2022,1,WNBA,MIN,WAS,,,12.0,0.375,8.0,3.0,1.0,0.75,4.0,3.0,20.466666666666665,,-8.0,9.0,12.0,1.0,3.0
WNBA_202207220MIN,2022-07-22,2022,1,WNBA,CON,MIN,3.0,,2.0,0.667,9.0,6.0,2.0,,,,19.95,2.0,-16.0,12.0,4.0,,2.0
WNBA_202207280ATL,2022-07-28,2022,1,WNBA,MIN,ATL,1.0,2.0,13.0,0.455,11.0,5.0,4.0,0.5,4.0,2.0,27.15,1.0,14.0,12.0,14.0,,
WNBA_202207310LAS,2022-07-31,2022,1,WNBA,MIN,LAS,3.0,1.0,7.0,0.889,9.0,8.0,3.0,,1.0,,22.466666666666665,2.0,7.0,16.0,9.0,1.0,3.0
WNBA_202208030SEA,2022-08-03,2022,1,WNBA,MIN,SEA,1.0,2.0,5.0,0.6,10.0,6.0,1.0,,,,22.1,1.0,-23.0,12.0,6.0,1.0,2.0
WNBA_202208070MIN,2022-08-07,2022,1,WNBA,ATL,MIN,2.0,3.0,7.0,0.6,5.0,3.0,3.0,1.0,2.0,2.0,25.9,1.0,15.0,8.0,8.0,,2.0
WNBA_202208100PHO,2022-08-10,2022,1,WNBA,MIN,PHO,1.0,1.0,6.0,0.7,10.0,7.0,2.0,0.667,3.0,2.0,30.066666666666666,3.0,22.0,16.0,9.0,,1.0
WNBA_202208120MIN,2022-08-12,2022,1,WNBA,SEA,MIN,2.0,1.0,10.0,0.455,11.0,5.0,3.0,1.0,3.0,3.0,26.233333333333334,2.0,-20.0,13.0,12.0,2.0,2.0
WNBA_202208140CON,2022-08-14,2022,1,WNBA,MIN,CON,1.0,1.0,9.0,0.4,10.0,4.0,4.0,0.667,3.0,2.0,30.75,3.0,6.0,10.0,12.0,2.0,1.0
