game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
cricket-wbbl-2016-12-11-1023661,2016-12-11,2016,1,WBBL,Perth Scorchers,Hobart Hurricanes,,,,,,,24.0,0.0,0.0,22.0,1.0,0.0,,1.0
cricket-wbbl-2016-12-17-1023677,2016-12-17,2016,1,WBBL,Brisbane Heat,Perth Scorchers,,,,,,,24.0,1.0,0.0,10.0,2.0,0.0,,1.0
cricket-wbbl-2016-12-31-1023703,2016-12-31,2016,1,WBBL,Adelaide Strikers,Perth Scorchers,,,,,,,24.0,1.0,0.0,12.0,1.0,0.0,,1.0
cricket-wbbl-2017-01-04-1023715,2017-01-04,2017,1,WBBL,Perth Scorchers,Melbourne Renegades,3.0,1.0,1.0,9.0,6.0,0.0,24.0,0.0,0.0,30.0,2.0,0.0,,1.0
cricket-wbbl-2017-01-09-1064701,2017-01-09,2017,1,WBBL,Perth Scorchers,Sydney Sixers,3.0,0.0,1.0,9.0,3.0,0.0,12.0,0.0,0.0,23.0,0.0,0.0,,1.0
cricket-wbbl-2017-01-14-1064704,2017-01-14,2017,1,WBBL,Adelaide Strikers,Perth Scorchers,,,,,,,24.0,0.0,0.0,33.0,1.0,0.0,1.0,1.0
cricket-wbbl-2017-01-15-1064707,2017-01-15,2017,1,WBBL,Perth Scorchers,Melbourne Stars,,,,,,,18.0,0.0,0.0,12.0,2.0,0.0,,1.0
cricket-wbbl-2017-01-20-1064711,2017-01-20,2017,1,WBBL,Perth Scorchers,Sydney Thunder,,,,,,,12.0,0.0,0.0,24.0,0.0,0.0,,1.0
cricket-wbbl-2017-01-24-1064718,2017-01-24,2017,1,WBBL,Brisbane Heat,Perth Scorchers,,,,,,,24.0,0.0,0.0,17.0,2.0,0.0,,1.0
cricket-wbbl-2017-01-28-1064720,2017-01-28,2017,1,WBBL,Sydney Sixers,Perth Scorchers,,,,,,,24.0,0.0,0.0,32.0,0.0,0.0,,1.0
cricket-wbbl-2017-12-10-1118475,2017-12-10,2017,1,WBBL,Perth Scorchers,Brisbane Heat,,,,,,,18.0,0.0,0.0,19.0,1.0,0.0,,1.0
cricket-wbbl-2017-12-12-1118478,2017-12-12,2017,1,WBBL,Sydney Sixers,Perth Scorchers,,,,,,,24.0,0.0,0.0,19.0,2.0,1.0,1.0,1.0
cricket-wbbl-2017-12-15-1118480,2017-12-15,2017,1,WBBL,Perth Scorchers,Brisbane Heat,,,,,,,24.0,0.0,0.0,27.0,0.0,0.0,,1.0
cricket-wbbl-2017-12-26-1118488,2017-12-26,2017,1,WBBL,Melbourne Stars,Perth Scorchers,,,,,,,24.0,0.0,0.0,24.0,2.0,0.0,,1.0
cricket-wbbl-2017-12-27-1118489,2017-12-27,2017,1,WBBL,Melbourne Stars,Perth Scorchers,,,,,,,24.0,0.0,0.0,26.0,0.0,1.0,,1.0
cricket-wbbl-2017-12-30-1118491,2017-12-30,2017,1,WBBL,Sydney Sixers,Perth Scorchers,,,,,,,24.0,0.0,0.0,23.0,2.0,0.0,1.0,1.0
cricket-wbbl-2018-01-08-1118502,2018-01-08,2018,1,WBBL,Sydney Thunder,Perth Scorchers,,,,,,,24.0,0.0,0.0,26.0,0.0,0.0,,1.0
cricket-wbbl-2018-01-13-1118505,2018-01-13,2018,1,WBBL,Perth Scorchers,Adelaide Strikers,3.0,0.0,1.0,10.0,2.0,0.0,17.0,0.0,0.0,13.0,1.0,0.0,,1.0
cricket-wbbl-2018-01-14-1118509,2018-01-14,2018,1,WBBL,Adelaide Strikers,Perth Scorchers,9.0,0.0,0.0,10.0,5.0,0.0,18.0,0.0,0.0,27.0,1.0,0.0,,1.0
cricket-wbbl-2018-01-21-1118516,2018-01-21,2018,1,WBBL,Hobart Hurricanes,Perth Scorchers,,,,,,,18.0,0.0,0.0,13.0,0.0,0.0,,1.0
cricket-wbbl-2018-01-27-1118522,2018-01-27,2018,1,WBBL,Perth Scorchers,Melbourne Renegades,,,,,,,18.0,1.0,0.0,14.0,2.0,0.0,,1.0
cricket-wbbl-2018-01-28-1118525,2018-01-28,2018,1,WBBL,Melbourne Renegades,Perth Scorchers,,,,,,,24.0,0.0,0.0,19.0,0.0,1.0,,1.0
cricket-wbbl-2018-02-01-1118528,2018-02-01,2018,1,WBBL,Perth Scorchers,Sydney Thunder,,,,,,,24.0,0.0,0.0,17.0,3.0,0.0,,1.0
cricket-wbbl-2018-02-04-1118530,2018-02-04,2018,1,WBBL,Perth Scorchers,Sydney Sixers,2.0,0.0,0.0,10.0,2.0,0.0,24.0,0.0,0.0,26.0,1.0,0.0,,1.0
cricket-wbbl-2018-12-01-1152725,2018-12-01,2018,1,WBBL,Perth Scorchers,Hobart Hurricanes,,,,,,,24.0,0.0,0.0,27.0,0.0,0.0,1.0,1.0
cricket-wbbl-2018-12-07-1152729,2018-12-07,2018,1,WBBL,Sydney Sixers,Perth Scorchers,,,,,,,12.0,0.0,0.0,29.0,0.0,1.0,,1.0
