game_id,date,season,week,league,away,home,games_played
NLL_2019_SEASON_TOTAL,,,1,,,,13.0
NLL_2021_SEASON_TOTAL,,,1,,,,17.0
NLL_2022_SEASON_TOTAL,,,1,,,,16.0
