game_id,date,season,week,league,away,home,def_tackles,gp,recv_rec,recv_td,recv_yds,rush_att,rush_yds
FOOTBALL_ELF_2021_SEASON_TOTAL,,2021,1,ELF,,,,6.0,7.0,1.0,81.0,2.0,1.0
FOOTBALL_ELF_2022_SEASON_TOTAL,,2022,1,ELF,,,,9.0,23.0,3.0,273.0,,
FOOTBALL_ELF_2023_SEASON_TOTAL,,2023,1,ELF,,,,10.0,25.0,1.0,296.0,,
FOOTBALL_ELF_2024_SEASON_TOTAL,,2024,1,ELF,,,1.0,11.0,23.0,2.0,203.0,,
FOOTBALL_ELF_2025_SEASON_TOTAL,,2025,1,ELF,,,,10.0,16.0,,172.0,,
