game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
89,2026-03-28,2026,1,UFL,HOUSTON GAMBLERS,DALLAS RENEGADES,1.0,47.0,6.0,0.0,23.0
94,2026-04-07,2026,2,UFL,ST. LOUIS BATTLEHAWKS,DALLAS RENEGADES,0.0,13.0,2.0,0.0,21.0
97,2026-04-12,2026,3,UFL,COLUMBUS AVIATORS,DALLAS RENEGADES,0.0,6.0,1.0,0.0,18.0
106,2026-04-26,2026,5,UFL,LOUISVILLE KINGS,DALLAS RENEGADES,0.0,33.0,3.0,2.0,55.0
109,2026-05-02,2026,6,UFL,DALLAS RENEGADES,DC DEFENDERS,0.0,34.0,4.0,0.0,17.0
113,2026-05-09,2026,7,UFL,DALLAS RENEGADES,BIRMINGHAM STALLIONS,0.0,33.0,5.0,2.0,38.0
115,2026-05-15,2026,8,UFL,ORLANDO STORM,DALLAS RENEGADES,0.0,3.0,1.0,0.0,76.0
