game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_conceded,goals_conceded_minus_xg,goals_minus_xg,goals_per_xg,goals_plus_assists,headed_shot_share,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,saves,shots,shots_faced,shots_on_target,xa,xg,xg_faced,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-mls-2014-YgOMngl5wN,,2014,1,MLS,,,0.0,-0.1071,44.1293,37.6081,0.0,14.0,-2.8022,0.0,0.8332,0.0,0.1132,1.0,1000.0,0.5976,410.0,-3.5046,-0.8548,0.0,36.0,0.0,53.0,0.0,0.1071,0.0,16.8022,0.0,0.1071,0.6061,0.0
soccer-mls-2015-YgOMngl5wN,,2015,1,MLS,,,0.0,-0.1143,54.7463,49.2992,0.0,42.0,-1.4617,0.0,0.9664,0.0,0.1583,2.0,3017.0,0.4363,958.0,-28.7875,-3.005,0.0,89.0,0.0,139.0,0.0,0.1143,0.0,43.4617,0.0,0.1143,0.4664,0.0
soccer-mls-2016-YgOMngl5wN,,2016,1,MLS,,,0.0,0.0,55.5518,50.0871,0.0,6.0,-4.2133,0.0,0.5875,0.0,0.1892,0.0,827.0,0.3913,253.0,-14.3441,-5.6696,0.0,31.0,0.0,37.0,0.0,0.0,0.0,10.2133,0.0,0.0,0.448,0.0
soccer-mls-2017-YgOMngl5wN,,2017,1,MLS,,,0.0,-0.3289,54.4737,48.6871,0.0,30.0,-1.4966,0.0,0.9525,0.0,0.1709,4.0,2777.0,0.4363,871.0,-51.0936,-5.8661,0.0,84.0,0.0,117.0,0.0,0.3289,0.0,31.4966,0.0,0.3289,0.4949,0.0
soccer-mls-2018-YgOMngl5wN,,2018,1,MLS,,,0.0,0.0,45.1553,37.4205,0.0,7.0,2.638,0.0,1.6048,0.0,0.2857,0.0,195.0,0.5231,65.0,-5.4131,-8.3279,0.0,7.0,0.0,14.0,0.0,0.0,0.0,4.362,0.0,0.0,0.6064,0.0
soccer-uslc-2018-ljqEJ7OQx0,,2018,1,USLC,,,0.0,0.0,48.176,40.3999,0.0,5.0,-0.8079,0.0,0.8609,0.0,0.4545,0.0,492.0,0.6289,194.0,3.0456,1.5699,0.0,16.0,0.0,22.0,0.0,0.0,0.0,5.8079,0.0,0.0,0.6132,0.0
soccer-mls-2019-YgOMngl5wN,,2019,1,MLS,,,0.0,0.0,43.4191,35.9747,0.0,15.0,3.6644,0.0,1.3233,0.0,0.1944,0.0,692.0,0.5439,228.0,-15.1727,-6.6547,0.0,19.0,0.0,36.0,0.0,0.0,0.0,11.3356,0.0,0.0,0.6104,0.0
soccer-uslc-2019-ljqEJ7OQx0,,2019,1,USLC,,,0.0,0.0,41.0798,32.1357,0.0,9.0,2.5089,0.0,1.3865,0.0,0.087,0.0,592.0,0.6622,225.0,-1.6365,-0.7273,0.0,14.0,0.0,23.0,0.0,0.0,0.0,6.4911,0.0,0.0,0.6695,0.0
soccer-uslc-2021-ljqEJ7OQx0,,2021,1,USLC,,,0.0,0.0,38.8817,28.6277,0.0,29.0,2.7884,0.0,1.1064,0.0,0.0769,0.0,2706.0,0.6837,705.0,-25.4318,-3.6073,0.0,48.0,0.0,78.0,0.0,0.0,0.0,26.2116,0.0,0.0,0.7198,0.0
soccer-uslc-2022-ljqEJ7OQx0,,2022,1,USLC,,,0.0,-0.0815,42.709,32.4688,0.0,25.0,1.8937,0.0,1.082,0.0,0.2055,1.0,2306.0,0.6667,633.0,-1.7609,-0.2782,0.0,47.0,0.0,73.0,0.0,0.0815,0.0,23.1063,0.0,0.0815,0.6694,0.0
soccer-uslc-2023-ljqEJ7OQx0,,2023,1,USLC,,,0.0,0.0,39.5449,28.7594,0.0,37.0,-1.3946,0.0,0.9637,0.0,0.1754,0.0,2822.0,0.7009,856.0,-16.3475,-1.9098,0.0,75.0,0.0,114.0,0.0,0.0,0.0,38.3946,0.0,0.0,0.72,0.0
soccer-uslc-2024-NWMWgNDMlz,,2024,1,USLC,,,1.0,0.782,42.0013,33.9434,0.0,33.0,1.7469,-0.0929,1.0559,1.0,0.1748,1.0,2909.0,0.6091,990.0,-38.0741,-3.8459,0.0,65.0,2.0,103.0,0.0,0.218,0.0929,31.2531,-0.0929,0.3109,0.6475,0.0912
soccer-uslc-2025-e7MzZbKMr0,,2025,1,USLC,,,0.0,0.0,60.1858,56.4805,0.0,0.0,-2.0893,0.0,0.0,0.0,0.1,0.0,571.0,0.3333,156.0,-9.5218,-6.1037,0.0,10.0,0.0,10.0,0.0,0.0,0.0,2.0893,0.0,0.0,0.3944,0.0
