game_id,date,season,week,league,away,home,completions,fumble_rec_yards,fumbles_forced,fumbles_lost_game,fumbles_opp_rec,fumbles_own_rec,interceptions_lost,pass_attempts,passing_tds,passing_yards,rush_attempts,rushing_tds,rushing_yards
FOOTBALL_AAF_2019_2_9_SD@SA,2019-02-09,2019,1,AAF,SD,SA,15.0,0.0,0.0,1.0,1.0,0.0,2.0,25.0,0.0,176.0,1.0,0.0,14.0
FOOTBALL_AAF_2019_3_9_SL@SD,2019-03-09,2019,5,AAF,SL,SD,22.0,,,,,,1.0,43.0,1.0,304.0,3.0,0.0,-1.0
FOOTBALL_AAF_2019_3_17_BIR@SD,2019-03-17,2019,6,AAF,BIR,SD,17.0,0.0,0.0,1.0,1.0,0.0,2.0,34.0,3.0,311.0,3.0,0.0,1.0
FOOTBALL_AAF_2019_3_24_SD@ARI,2019-03-24,2019,7,AAF,SD,ARI,22.0,,,,,,2.0,43.0,1.0,310.0,2.0,0.0,8.0
FOOTBALL_AAF_2019_3_30_SD@SL,2019-03-30,2019,8,AAF,SD,SL,22.0,,,,,,2.0,47.0,0.0,210.0,,,
