game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W2_SHRED,,,2,AUDL,,,0.0,1.0,,,0.0,1.0,,,,,0.0,34.0,-5.0
SYNTHETIC_AUDL_W3_SHRED,,,3,AUDL,,,0.0,1.0,,,0.0,1.0,,,,,0.0,39.0,25.0
2022-06-24-SD-SLC,2022-06-24,2022,5,,SD,SLC,1.0,0.0,,,0.0,2.0,,,,,0.0,80.0,10.0
2022-07-08-SLC-SEA,2022-07-08,2022,7,,SLC,SEA,1.0,0.0,,,0.0,0.0,,,,,0.0,15.0,34.0
2022-07-09-SLC-POR,2022-07-09,2022,7,,SLC,POR,1.0,0.0,,,0.0,0.0,,,,,0.0,104.0,117.0
2022-07-16-SLC-OAK,2022-07-16,2022,8,,SLC,OAK,1.0,3.0,,,0.0,1.0,,,,,0.0,85.0,70.0
2022-07-22-LA-SLC,2022-07-22,2022,9,,LA,SLC,1.0,0.0,,,0.0,1.0,,,,,0.0,66.0,56.0
2022-07-29-POR-SLC,2022-07-29,2022,10,,POR,SLC,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2023-05-19-LA-SLC,2023-05-19,2023,4,,LA,SLC,,2.0,4.0,5.0,,,1.0,1.0,,6.0,1.0,3.0,117.0
2023-06-03-OAK-SLC,2023-06-03,2023,6,,OAK,SLC,,,5.0,3.0,,2.0,,,,3.0,,55.0,28.0
2023-06-09-SLC-COL,2023-06-09,2023,7,,SLC,COL,2.0,2.0,3.0,5.0,,,1.0,1.0,,5.0,,44.0,81.0
2023-06-16-COL-SLC,2023-06-16,2023,8,,COL,SLC,1.0,,6.0,5.0,,,,,,6.0,1.0,63.0,55.0
2023-06-30-SLC-LA,2023-06-30,2023,10,,SLC,LA,,1.0,9.0,7.0,,,1.0,,,9.0,2.0,114.0,84.0
2023-07-01-SLC-SD,2023-07-01,2023,10,,SLC,SD,2.0,,,,,1.0,,,,,,,
2023-07-07-POR-SLC,2023-07-07,2023,11,,POR,SLC,2.0,1.0,9.0,7.0,,2.0,,1.0,,7.0,,70.0,112.0
2023-07-15-NY-SLC,2023-07-15,2023,12,,NY,SLC,,1.0,5.0,4.0,,,,,1.0,4.0,,5.0,54.0
2024-04-27-DC-SLC,2024-04-27,2024,1,,DC,SLC,1.0,0.0,,,0.0,2.0,,,,,0.0,100.0,25.0
2024-05-03-SLC-SD,2024-05-03,2024,2,,SLC,SD,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2024-05-04-SLC-LA,2024-05-04,2024,2,,SLC,LA,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2024-05-17-SLC-OAK,2024-05-17,2024,4,,SLC,OAK,3.0,1.0,,,0.0,1.0,,,,,1.0,33.0,71.0
2024-05-18-SLC-COL,2024-05-18,2024,4,,SLC,COL,0.0,1.0,,,0.0,0.0,,,,,1.0,5.0,-4.0
2024-05-25-SD-SLC,2024-05-25,2024,5,,SD,SLC,1.0,1.0,,,0.0,1.0,,,,,0.0,46.0,22.0
2024-06-08-COL-SLC,2024-06-08,2024,7,,COL,SLC,1.0,0.0,,,0.0,0.0,,,,,0.0,10.0,40.0
2024-06-21-LA-SLC,2024-06-21,2024,9,,LA,SLC,2.0,2.0,,,0.0,0.0,,,,,0.0,4.0,56.0
2024-06-29-SLC-NY,2024-06-29,2024,10,,SLC,NY,3.0,0.0,,,0.0,0.0,,,,,2.0,125.0,146.0
2024-07-05-POR-SLC,2024-07-05,2024,11,,POR,SLC,2.0,2.0,,,0.0,2.0,,,,,3.0,10.0,105.0
2024-07-13-SLC-POR,2024-07-13,2024,12,,SLC,POR,0.0,1.0,,,0.0,0.0,,,,,4.0,3.0,56.0
2024-07-19-SEA-SLC,2024-07-19,2024,13,,SEA,SLC,1.0,1.0,,,0.0,1.0,,,,,1.0,33.0,47.0
2025-04-26-SLC-ATL,2025-04-26,2025,1,,SLC,ATL,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2025-05-03-LV-SLC,2025-05-03,2025,2,,LV,SLC,1.0,0.0,,,0.0,1.0,,,,,1.0,4.0,61.0
2025-05-23-SEA-SLC,2025-05-23,2025,5,,SEA,SLC,2.0,1.0,,,0.0,1.0,,,,,3.0,46.0,42.0
2025-05-30-SLC-SEA,2025-05-30,2025,6,,SLC,SEA,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2025-05-31-SLC-ORE,2025-05-31,2025,6,,SLC,ORE,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2025-06-06-SLC-OAK,2025-06-06,2025,7,,SLC,OAK,1.0,2.0,,,0.0,2.0,,,,,2.0,42.0,33.0
2025-06-13-ORE-SLC,2025-06-13,2025,8,,ORE,SLC,1.0,1.0,,,0.0,1.0,,,,,0.0,1.0,60.0
2025-06-27-OAK-SLC,2025-06-27,2025,10,,OAK,SLC,2.0,0.0,,,0.0,0.0,,,,,0.0,55.0,66.0
2025-07-04-SLC-COL,2025-07-04,2025,11,,SLC,COL,1.0,1.0,,,0.0,0.0,,,,,0.0,-5.0,30.0
2025-07-05-SLC-LV,2025-07-05,2025,11,,SLC,LV,1.0,0.0,,,0.0,2.0,,,,,1.0,75.0,109.0
2025-07-11-COL-SLC,2025-07-11,2025,12,,COL,SLC,1.0,0.0,,,0.0,0.0,,,,,0.0,18.0,79.0
2025-07-18-MIN-SLC,2025-07-18,2025,13,,MIN,SLC,1.0,2.0,,,1.0,2.0,,,,,2.0,178.0,135.0
2026-05-01-ORE-SLC,2026-05-01,2026,2,,ORE,SLC,0.0,1.0,,,0.0,1.0,,,,,1.0,24.0,100.0
