game_id,date,season,week,league,away,home,match_loss,match_played,match_win,team_points_against,team_points_for
curling-wcf-world-2026-840-1-1,2026-05-05,2026,1,WCF-WORLD,Serbia,Monaco,1.0,1.0,0.0,7.0,3.0
curling-wcf-world-2026-840-19-1,2026-05-10,2026,1,WCF-WORLD,Serbia,Spain,0.0,1.0,0.0,16.0,
