game_id,date,season,week,league,away,home,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
2452442,,,1,,,,2.0,0.0,0.0,4.0,0.0,6.0,0.0
2457578,,,2,,,,6.0,0.0,0.0,4.0,0.0,4.0,0.0
2463130,,,3,,,,5.0,0.0,0.0,2.0,0.0,6.0,1.0
2463414,2022-07-08,,4,BIG3,Power,3s Company,4.0,0.0,0.0,4.0,2.0,10.0,0.0
2559382,2023-06-25,2023,1,BIG3,3 HEADED MONSTERS,POWER,7.0,0.0,0.0,9.0,0.0,9.0,0.0
2559387,2023-07-01,2023,2,BIG3,POWER,TRI-STATE,3.0,1.0,0.0,0.0,0.0,1.0,0.0
2559392,2023-07-09,2023,3,BIG3,TRILOGY,POWER,8.0,2.0,0.0,3.0,1.0,5.0,0.0
2559400,2023-07-15,2023,4,BIG3,BALL HOGS,POWER,8.0,0.0,0.0,1.0,1.0,8.0,1.0
2559408,2023-07-23,2023,5,BIG3,POWER,GHOST BALLERS,7.0,1.0,0.0,3.0,0.0,5.0,0.0
2559418,2023-07-30,2023,6,BIG3,POWER,ENEMIES,3.0,1.0,0.0,2.0,1.0,5.0,0.0
2660096,2024-06-15,2024,1,BIG3,3\'s COMPANY,POWER,3.0,0.0,0.0,1.0,1.0,5.0,0.0
