game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,hockeyAssists,hucksCompleted,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-04-29-IND-ATL,2023-04-29,2023,1,AUDL,INDIANAPOLIS ALLEYCATS,ATLANTA HUSTLE,2.0,,24.0,25.0,,1.0,1.0,,25.0,,-43.0,217.0
2023-05-13-IND-CHI,2023-05-13,2023,3,AUDL,INDIANAPOLIS ALLEYCATS,CHICAGO UNION,1.0,,10.0,10.0,,,,,12.0,2.0,-8.0,75.0
2023-05-20-MAD-IND,2023-05-20,2023,4,AUDL,MADISON RADICALS,INDIANAPOLIS ALLEYCATS,,,12.0,15.0,,1.0,,,15.0,,-5.0,119.0
2023-06-03-IND-DET,2023-06-03,2023,6,AUDL,INDIANAPOLIS ALLEYCATS,DETROIT MECHANIX,,,4.0,3.0,,1.0,,,4.0,1.0,30.0,16.0
2023-06-10-CHI-IND,2023-06-10,2023,7,AUDL,CHICAGO UNION,INDIANAPOLIS ALLEYCATS,3.0,1.0,9.0,10.0,1.0,1.0,1.0,,10.0,,86.0,143.0
2023-06-17-DET-IND,2023-06-17,2023,8,AUDL,DETROIT MECHANIX,INDIANAPOLIS ALLEYCATS,,,7.0,8.0,,1.0,,,8.0,,26.0,51.0
2023-07-01-MAD-IND,2023-07-01,2023,10,AUDL,MADISON RADICALS,INDIANAPOLIS ALLEYCATS,1.0,,11.0,13.0,,1.0,,,13.0,,65.0,75.0
2023-07-09-IND-MIN,2023-07-09,2023,11,AUDL,INDIANAPOLIS ALLEYCATS,MINNESOTA WIND CHILL,3.0,,11.0,13.0,,1.0,,1.0,13.0,,41.0,145.0
2023-07-22-IND-PIT,2023-07-22,2023,13,AUDL,INDIANAPOLIS ALLEYCATS,PITTSBURGH THUNDERBIRDS,2.0,,36.0,38.0,3.0,3.0,1.0,,39.0,1.0,144.0,265.0
