game_id,date,season,week,league,away,home,match_loss,match_played,match_win,team_points_against,team_points_for
curling-wcf-world-2026-833-1-2,2026-03-27,2026,1,WCF-WORLD,Korea,Canada,0.0,1.0,1.0,2.0,5.0
curling-wcf-world-2026-833-20-2,2026-04-02,2026,1,WCF-WORLD,Canada,Norway,0.0,1.0,1.0,5.0,7.0
curling-wcf-world-2026-833-21-1,2026-04-03,2026,1,WCF-WORLD,Italy,Canada,0.0,1.0,1.0,7.0,9.0
curling-wcf-world-2026-833-4-1,2026-03-28,2026,1,WCF-WORLD,Canada,Scotland,1.0,1.0,0.0,8.0,3.0
curling-wcf-world-2026-833-7-2,2026-03-29,2026,1,WCF-WORLD,Canada,United States of America,1.0,1.0,0.0,9.0,3.0
curling-wcf-world-2026-833-9-1,2026-03-30,2026,1,WCF-WORLD,Poland,Canada,0.0,1.0,1.0,2.0,9.0
curling-wcf-world-2026-836-12-1,2026-04-28,2026,1,WCF-WORLD,Canada,Scotland,1.0,1.0,0.0,8.0,5.0
curling-wcf-world-2026-836-14-1,2026-04-29,2026,1,WCF-WORLD,Canada,Germany,0.0,1.0,1.0,4.0,7.0
curling-wcf-world-2026-836-18-2,2026-04-30,2026,1,WCF-WORLD,Switzerland,Canada,0.0,1.0,1.0,5.0,10.0
curling-wcf-world-2026-836-4-3,2026-04-26,2026,1,WCF-WORLD,Canada,Finland,0.0,1.0,1.0,4.0,10.0
curling-wcf-world-2026-836-6-4,2026-04-26,2026,1,WCF-WORLD,United States of America,Canada,0.0,1.0,1.0,3.0,7.0
