game_id,date,season,week,league,away,home,1pt_conversion,conversions,receiving_yards,receptions
FOOTBALL_XFL_2023_2_18_ORL@HOU,2023-02-18,2023,1,XFL,ORL,HOU,,,7.0,1.0
FOOTBALL_XFL_2023_2_26_ARL@HOU,2023-02-26,2023,2,XFL,ROUGHNECKS,RENEGADES,,,65.0,4.0
FOOTBALL_XFL_2023_3_5_SA@HOU,2023-03-05,2023,3,XFL,ROUGHNECKS,BRAHMAS,,,1.0,2.0
FOOTBALL_XFL_2023_3_11_HOU@ORL,2023-03-11,2023,4,XFL,GUARDIANS,ROUGHNECKS,,,10.0,1.0
FOOTBALL_XFL_2023_3_16_HOU@SEA,2023-03-16,2023,5,XFL,HOU,SEA,,,22.0,2.0
FOOTBALL_XFL_2023_3_27_HOU@DC,2023-03-27,2023,6,XFL,HOU,DC,,,37.0,1.0
SYNTHETIC_XFL_2023_W9_ROUGHNECKS,2023-04-15,2023,9,XFL,ROUGHNECKS,VIPERS,0.0,0.0,,
FOOTBALL_XFL_2023_4_23_HOU@ARL,2023-04-23,2023,10,XFL,HOU,ARL,,,1.0,1.0
