game_id,date,season,week,league,away,home,assists,catches,completions,drops,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-19-LA-SLC,2023-05-19,2023,4,,LA,SLC,1.0,15.0,12.0,1.0,1.0,,,14.0,2.0,101.0,83.0
2023-06-03-LA-SD,2023-06-03,2023,6,,LA,SD,,8.0,6.0,,2.0,,,8.0,2.0,95.0,25.0
2023-06-09-LA-POR,2023-06-09,2023,7,,LA,POR,2.0,17.0,17.0,,1.0,1.0,,17.0,,91.0,94.0
2023-06-18-SEA-LA,2023-06-18,2023,8,,SEA,LA,3.0,23.0,19.0,,3.0,2.0,,21.0,2.0,246.0,94.0
2023-06-24-SD-LA,2023-06-24,2023,9,,SD,LA,2.0,25.0,23.0,,2.0,,1.0,25.0,2.0,176.0,130.0
2023-06-30-SLC-LA,2023-06-30,2023,10,,SLC,LA,1.0,20.0,17.0,,2.0,2.0,,17.0,,40.0,127.0
2023-07-15-LA-OAK,2023-07-15,2023,12,,LA,OAK,,15.0,15.0,1.0,1.0,1.0,,16.0,1.0,82.0,59.0
2023-07-21-OAK-LA,2023-07-21,2023,13,,OAK,LA,2.0,18.0,15.0,,3.0,,,16.0,1.0,197.0,92.0
