game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_2022_W2_SPIDERS,,2022,2,AUDL,,,0.0,0.0,,,0.0,1.0,,,,,,1.0,85.0,205.0
SYNTHETIC_AUDL_2022_W3_SPIDERS,,2022,3,AUDL,,,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0
2022-06-17-SEA-OAK,2022-06-17,2022,4,,SEA,OAK,4.0,0.0,,,0.0,0.0,,,,,,1.0,61.0,231.0
2022-06-25-OAK-SEA,2022-06-25,2022,5,,OAK,SEA,0.0,0.0,,,0.0,0.0,,,,,,3.0,73.0,110.0
2022-06-26-OAK-POR,2022-06-26,2022,5,,OAK,POR,1.0,0.0,,,0.0,1.0,,,,,,0.0,10.0,150.0
2022-07-16-SLC-OAK,2022-07-16,2022,8,AUDL,shred,spiders,5.0,4.0,,,0.0,0.0,,,,,,2.0,11.0,325.0
2022-07-23-LA-OAK,2022-07-23,2022,9,AUDL,aviators,spiders,1.0,0.0,,,0.0,1.0,,,,,,0.0,49.0,89.0
2022-07-29-OAK-LA,2022-07-29,2022,10,AUDL,spiders,aviators,4.0,0.0,,,0.0,0.0,,,,,,0.0,33.0,131.0
2022-07-30-OAK-SD,2022-07-30,2022,10,AUDL,spiders,growlers,6.0,0.0,,,0.0,4.0,,,,,,2.0,304.0,361.0
2023-04-29-SEA-OAK,2023-04-29,2023,1,AUDL,SEATTLE CASCADES,OAKLAND SPIDERS,2.0,,41.0,42.0,1.0,2.0,3.0,1.0,,,44.0,1.0,237.0,247.0
2023-05-13-SLC-OAK,2023-05-13,2023,3,AUDL,SALT LAKE SHRED,OAKLAND SPIDERS,2.0,,18.0,23.0,,,2.0,1.0,,,26.0,3.0,100.0,260.0
2023-05-19-OAK-POR,2023-05-19,2023,4,AUDL,OAKLAND SPIDERS,PORTLAND NITRO,3.0,2.0,33.0,41.0,,1.0,3.0,,1.0,,41.0,,34.0,287.0
2023-06-03-OAK-SLC,2023-06-03,2023,6,AUDL,OAKLAND SPIDERS,SALT LAKE SHRED,3.0,,35.0,43.0,,1.0,5.0,1.0,,,45.0,2.0,104.0,395.0
2023-06-04-OAK-COL,2023-06-04,2023,6,AUDL,OAKLAND SPIDERS,COLORADO SUMMIT,,1.0,,,,,,,,,,,,
2023-06-10-SD-OAK,2023-06-10,2023,7,AUDL,SAN DIEGO GROWLERS,OAKLAND SPIDERS,3.0,1.0,22.0,23.0,,,1.0,1.0,5.0,,26.0,1.0,30.0,180.0
2023-06-17-COL-OAK,2023-06-17,2023,8,AUDL,COLORADO SUMMIT,OAKLAND SPIDERS,4.0,,45.0,55.0,,,2.0,2.0,4.0,,59.0,3.0,87.0,520.0
2023-07-08-POR-OAK,2023-07-08,2023,11,AUDL,PORTLAND NITRO,OAKLAND SPIDERS,,1.0,15.0,19.0,1.0,1.0,1.0,,,,22.0,3.0,51.0,59.0
2023-07-15-LA-OAK,2023-07-15,2023,12,AUDL,LA AVIATORS,OAKLAND SPIDERS,4.0,,40.0,45.0,1.0,2.0,,,,,49.0,4.0,92.0,295.0
2023-07-21-OAK-LA,2023-07-21,2023,13,AUDL,OAKLAND SPIDERS,LA AVIATORS,,,16.0,18.0,,1.0,2.0,,,1.0,18.0,,118.0,105.0
2023-07-22-OAK-SD,2023-07-22,2023,13,AUDL,OAKLAND SPIDERS,SAN DIEGO GROWLERS,0.0,,,,,,,,,,,0.0,,
2024-04-27-LA-OAK,2024-04-27,2024,1,UFA,aviators,spiders,3.0,2.0,,,0.0,1.0,,,,,,4.0,124.0,133.0
2024-05-03-SEA-OAK,2024-05-03,2024,2,UFA,cascades,spiders,1.0,2.0,,,0.0,2.0,,,,,,1.0,137.0,226.0
2024-05-10-OAK-POR,2024-05-10,2024,3,UFA,spiders,nitro,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0
2024-05-11-OAK-SEA,2024-05-11,2024,3,UFA,spiders,cascades,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,-12.0
2024-05-17-SLC-OAK,2024-05-17,2024,4,UFA,shred,spiders,3.0,0.0,,,0.0,2.0,,,,,,4.0,136.0,449.0
2024-06-07-COL-OAK,2024-06-07,2024,7,UFA,summit,spiders,2.0,0.0,,,0.0,0.0,,,,,,3.0,107.0,351.0
2024-06-22-SD-OAK,2024-06-22,2024,9,UFA,growlers,spiders,3.0,1.0,,,0.0,0.0,,,,,,2.0,84.0,432.0
2024-06-29-OAK-SD,2024-06-29,2024,10,UFA,spiders,growlers,5.0,1.0,,,0.0,0.0,,,,,,2.0,32.0,350.0
2024-06-30-OAK-LA,2024-06-30,2024,10,UFA,spiders,aviators,0.0,2.0,,,0.0,2.0,,,,,,2.0,174.0,-32.0
2024-07-06-POR-OAK,2024-07-06,2024,11,UFA,nitro,spiders,4.0,0.0,,,0.0,0.0,,,,,,5.0,60.0,365.0
2024-07-20-OAK-SD,2024-07-20,2024,13,UFA,spiders,growlers,8.0,0.0,,,0.0,0.0,,,,,,1.0,-204.0,813.0
2024-07-21-OAK-LA,2024-07-21,2024,13,UFA,spiders,aviators,7.0,0.0,,,0.0,1.0,,,,,,3.0,-2.0,661.0
2025-04-24-NY-OAK,2025-04-24,2025,1,UFA,empire,spiders,1.0,0.0,,,0.0,2.0,,,,,,3.0,16.0,86.0
2025-05-03-OAK-SEA,2025-05-03,2025,2,UFA,spiders,cascades,1.0,1.0,,,0.0,0.0,,,,,,2.0,178.0,277.0
2025-05-04-OAK-ORE,2025-05-04,2025,2,UFA,spiders,steel,4.0,0.0,,,0.0,5.0,,,,,,0.0,210.0,436.0
2025-05-09-SEA-OAK,2025-05-09,2025,3,UFA,cascades,spiders,4.0,0.0,,,0.0,1.0,,,,,,0.0,68.0,405.0
2025-05-24-SEA-OAK,2025-05-24,2025,5,UFA,cascades,spiders,7.0,0.0,,,0.0,1.0,,,,,,3.0,260.0,427.0
2025-05-30-OAK-COL,2025-05-30,2025,6,UFA,spiders,summit,7.0,0.0,,,0.0,1.0,,,,,,2.0,212.0,662.0
2025-06-06-SLC-OAK,2025-06-06,2025,7,UFA,shred,spiders,2.0,1.0,,,1.0,3.0,,,,,,7.0,168.0,302.0
2025-06-14-ORE-OAK,2025-06-14,2025,8,UFA,steel,spiders,3.0,1.0,,,0.0,0.0,,,,,,0.0,84.0,226.0
2025-06-21-LV-OAK,2025-06-21,2025,9,UFA,bighorns,spiders,3.0,0.0,,,0.0,1.0,,,,,,0.0,116.0,292.0
2025-06-27-OAK-SLC,2025-06-27,2025,10,UFA,spiders,shred,3.0,1.0,,,0.0,2.0,,,,,,3.0,18.0,456.0
2025-06-28-OAK-SD,2025-06-28,2025,10,UFA,spiders,growlers,2.0,0.0,,,0.0,0.0,,,,,,0.0,45.0,263.0
2025-07-19-SD-OAK,2025-07-19,2025,13,UFA,growlers,spiders,1.0,0.0,,,0.0,0.0,,,,,,3.0,87.0,172.0
2026-04-26-ORE-OAK,2026-04-26,2026,1,UFA,steel,spiders,2.0,1.0,,,0.0,1.0,,,,,,1.0,31.0,80.0
2026-05-02-SLC-OAK,2026-05-02,2026,2,UFA,shred,spiders,4.0,1.0,,,1.0,0.0,,,,,,1.0,66.0,141.0
2026-05-09-OAK-SEA,2026-05-09,2026,3,UFA,spiders,cascades,4.0,0.0,,,0.0,2.0,,,,,,1.0,57.0,165.0
2026-05-10-OAK-ORE,2026-05-10,2026,3,UFA,spiders,steel,2.0,0.0,,,0.0,0.0,,,,,,0.0,44.0,91.0
