game_id,date,season,week,league,away,home,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,rush_att,rush_lg,rush_yds
FOOTBALL_CFL_2022_7_24_TOR@SSK,2022-07-24,2022,1,CFL,TOR,SSK,28.0,13.0,1.0,51.0,8.0,1.0,1.0,131.0,2.0,7.0,12.0
FOOTBALL_CFL_2022_9_10_SSK@WPG,2022-09-10,2022,1,CFL,SSK,WPG,7.0,3.0,1.0,10.0,,,,23.0,,,
