game_id,date,season,week,league,away,home,assisted_tackles,def_interceptions,defensive_bk,defensive_pd,defensive_tds,forced_fumbles,fumble_recoveries,fumble_recovery_yards,fumbles,fumbles_lost,kick_returns,kr_avg,kr_long,kr_tds,kr_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,sacks,safeties,solo_tackles,tackles,tackles_for_loss,tfl_yards
FOOTBALL_IFL_2026_5_24_TARIZONARATTLERSG2026052419QZ@TVEGASKNIGHTHAWKS,2026-05-24,2026,,IFL,Arizona Rattlers,Vegas Knight Hawks,1.0,,,,,,,,,,3.0,12.3,17.0,0.0,37.0,14.8,23.0,1.0,59.0,4.0,,,,,,,,0.0,1.0,0.5,0.0
FOOTBALL_NAL_2026_5_2_T600411G1127164@T573852,2026-05-03,2026,9,NAL,Salina Liberty,Louisiana Rouxgaroux,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,16.0,15.0,0.0,16.0,,,,,,,,,,,0.0,0.0,,0.0,,
FOOTBALL_IFL_2026_5_30_TNAZWRANGLERSG20260530ZDI0@TARIZONARATTLERS,2026-05-30,2026,12,IFL,NAZ Wranglers,Arizona Rattlers,1.0,,,,,,,,,,3.0,11.3,15.0,0.0,34.0,12.9,37.0,2.0,90.0,7.0,-1.0,0.0,2.0,0.0,-2.0,,,0.0,1.0,,
FOOTBALL_IFL_2026_6_14_TFISHERSFREIGHTG20260614HYJQ@TARIZONARATTLERS,2026-06-14,2026,14,IFL,Fishers Freight,Arizona Rattlers,,,,,,,,,,,,,,,,10.4,26.0,1.0,52.0,5.0,,,,,,,,,,,
FOOTBALL_IFL_2026_6_20_TARIZONARATTLERSG20260620GMCA@TTUCSONSUGARSKULLS,2026-06-20,2026,15,IFL,Arizona Rattlers,Tucson Sugar Skulls,0.0,,,,,,1.0,0.0,1.0,0.0,,,,,,11.4,40.0,1.0,103.0,9.0,,,,,,,,2.0,2.0,2.0,0.0
FOOTBALL_IFL_2026_6_27_TNEWMEXICOCHUPACABRASG20260627NH6Q@TARIZONARATTLERS,2026-06-27,2026,16,IFL,New Mexico Chupacabras,Arizona Rattlers,,,,,,,,,,,1.0,25.0,25.0,0.0,25.0,,,,,,,,,,,,,,,,
FOOTBALL_IFL_2026_7_11_TTUCSONSUGARSKULLSG20260711B8WE@TARIZONARATTLERS,2026-07-11,2026,16,IFL,Tucson Sugar Skulls,Arizona Rattlers,,,,,,,,,,,2.0,10.0,15.0,0.0,20.0,10.7,18.0,2.0,32.0,3.0,1.0,1.0,1.0,0.0,1.0,,,,,,
FOOTBALL_IFL_2026_7_6_TARIZONARATTLERSG20260706J8KX@TSANDIEGOSTRIKEFORCE,2026-07-06,2026,17,IFL,Arizona Rattlers,San Diego Strike Force,,,,,,,,,,,,,,,,15.7,29.0,3.0,94.0,6.0,2.7,6.0,3.0,0.0,8.0,,,,,,
