game_id,date,season,week,league,away,home,interceptions,interceptions_lost,passing_tds,passing_yards,rushing_tds,rushing_yards
SALINA-CORPUS,,,1,,,,3.0,,4.0,159.0,1.0,4.0
LIGHTNING-WOLFPACK-MAR22,,,2,,,,0.0,,0.0,29.0,0.0,2.0
OREGON-WASHINGTON-0425,2025-04-25,2025,7,AF1,WASHINGTON,OREGON,2.0,,3.0,112.0,0.0,31.0
WASHINGTON-OREGON-0504,2025-05-04,2025,8,AF1,OREGON,WASHINGTON,0.0,,1.0,77.0,0.0,0.0
BILLINGS-WASHINGTON-0510,2025-05-10,2025,9,AF1,WASHINGTON,BILLINGS,0.0,,1.0,70.0,,
WASHINGTON-OREGON-0518,2025-05-18,2025,10,AF1,OREGON,WASHINGTON,,1.0,0.0,14.0,1.0,17.0
WASHINGTON-SWKANSAS-05-25,2025-05-25,2025,11,AF1,SW KANSAS,WASHINGTON,3.0,,0.0,104.0,1.0,12.0
4002611070524,2026-05-02,2026,1,50 Yard,Albany Firebirds,Washington Wolfpack,,,,4.0,,
