game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-06-TOR-BOS,2023-05-06,2023,2,AUDL,TORONTO RUSH,BOSTON GLORY,2.0,,11.0,17.0,,,2.0,1.0,17.0,,22.0,128.0
2023-05-13-PHI-BOS,2023-05-13,2023,3,AUDL,PHILADELPHIA PHOENIX,BOSTON GLORY,,,11.0,16.0,,,1.0,,17.0,1.0,-11.0,105.0
2023-06-02-NY-BOS,2023-06-02,2023,6,AUDL,NEW YORK EMPIRE,BOSTON GLORY,,1.0,1.0,2.0,,,,,2.0,,10.0,23.0
2023-06-09-ATL-BOS,2023-06-09,2023,7,AUDL,ATLANTA HUSTLE,BOSTON GLORY,2.0,,16.0,15.0,1.0,,1.0,1.0,16.0,1.0,3.0,111.0
2023-06-11-BOS-MTL,2023-06-11,2023,7,AUDL,BOSTON GLORY,MONTREAL ROYAL,,1.0,,,,,,,,,,
2023-06-16-BOS-NY,2023-06-16,2023,8,AUDL,BOSTON GLORY,NEW YORK EMPIRE,,,23.0,31.0,,,4.0,,32.0,1.0,35.0,174.0
2023-06-24-DC-BOS,2023-06-24,2023,9,AUDL,DC BREEZE,BOSTON GLORY,1.0,,17.0,21.0,,1.0,,1.0,23.0,2.0,-4.0,127.0
2023-07-01-BOS-TOR,2023-07-01,2023,10,AUDL,BOSTON GLORY,TORONTO RUSH,1.0,,14.0,17.0,,,2.0,2.0,17.0,,32.0,228.0
2023-07-07-BOS-PHI,2023-07-07,2023,11,AUDL,BOSTON GLORY,PHILADELPHIA PHOENIX,3.0,,27.0,32.0,,,0.0,1.0,35.0,,-23.0,290.0
2023-07-08-BOS-DC,2023-07-08,2023,11,AUDL,BOSTON GLORY,DC BREEZE,,,,,,,,,,1.0,,
2023-07-21-MTL-BOS,2023-07-21,2023,13,AUDL,MONTREAL ROYAL,BOSTON GLORY,4.0,,21.0,27.0,,,1.0,2.0,27.0,,1.0,285.0
2024-04-26-MTL-BOS,2024-04-26,2024,1,UFA,royal,glory,1.0,1.0,,,0.0,0.0,,,,2.0,-18.0,306.0
2024-05-04-TOR-BOS,2024-05-04,2024,2,UFA,rush,glory,1.0,1.0,,,0.0,0.0,,,,0.0,-61.0,187.0
2024-05-10-BOS-DC,2024-05-10,2024,3,UFA,glory,breeze,0.0,0.0,,,0.0,0.0,,,,0.0,-10.0,204.0
2024-05-11-BOS-PHI,2024-05-11,2024,3,UFA,glory,phoenix,1.0,0.0,,,0.0,0.0,,,,1.0,40.0,99.0
2024-05-17-NY-BOS,2024-05-17,2024,4,UFA,empire,glory,3.0,0.0,,,0.0,1.0,,,,1.0,94.0,318.0
2024-05-31-BOS-NY,2024-05-31,2024,6,UFA,glory,empire,2.0,0.0,,,0.0,0.0,,,,1.0,57.0,123.0
2024-06-02-DC-BOS,2024-06-02,2024,6,UFA,breeze,glory,1.0,0.0,,,0.0,0.0,,,,0.0,66.0,117.0
2024-06-08-PHI-BOS,2024-06-08,2024,7,UFA,phoenix,glory,1.0,1.0,,,0.0,0.0,,,,0.0,14.0,272.0
2024-06-22-TOR-BOS,2024-06-22,2024,9,UFA,rush,glory,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2024-07-06-BOS-MTL,2024-07-06,2024,11,UFA,glory,royal,2.0,0.0,,,0.0,1.0,,,,1.0,124.0,361.0
2024-07-20-BOS-TOR,2024-07-20,2024,13,UFA,glory,rush,3.0,0.0,,,0.0,1.0,,,,1.0,9.0,260.0
2024-07-21-BOS-MTL,2024-07-21,2024,13,UFA,glory,royal,0.0,0.0,,,0.0,0.0,,,,2.0,18.0,95.0
