game_id,date,season,week,league,away,home,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-t20i-2025-07-22-1494583,2025-07-22,2025,1,T20I,Uganda,Nigeria,12.0,0.0,0.0,13.0,0.0,0.0,1.0
cricket-t20i-2025-10-02-1502758,2025-10-02,2025,1,T20I,Uganda,Malawi,24.0,0.0,0.0,19.0,1.0,0.0,1.0
