game_id,date,season,week,league,away,home,assists,blocks,callahans,catches,completions,drops,goals,hockeyAssists,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-04-29-SEA-OAK,2023-04-29,2023,1,,SEA,OAK,,,,11.0,11.0,,,,12.0,1.0,42.0,62.0
2023-05-19-OAK-POR,2023-05-19,2023,4,,OAK,POR,1.0,,,10.0,8.0,,1.0,1.0,8.0,,48.0,43.0
2023-05-20-OAK-SEA,2023-05-20,2023,4,,OAK,SEA,,1.0,,,,,,,,,,
2023-06-03-OAK-SLC,2023-06-03,2023,6,,OAK,SLC,,,,2.0,2.0,1.0,,1.0,2.0,,15.0,2.0
2023-06-10-SD-OAK,2023-06-10,2023,7,,SD,OAK,,,,6.0,5.0,1.0,1.0,,5.0,1.0,24.0,11.0
2023-06-17-COL-OAK,2023-06-17,2023,8,,COL,OAK,,,,3.0,3.0,,,,3.0,,7.0,5.0
2023-07-08-POR-OAK,2023-07-08,2023,11,,POR,OAK,2.0,2.0,1.0,3.0,5.0,,1.0,,5.0,,35.0,39.0
2023-07-15-LA-OAK,2023-07-15,2023,12,,LA,OAK,,1.0,,4.0,4.0,,,,4.0,,5.0,-4.0
2023-07-21-OAK-LA,2023-07-21,2023,13,,OAK,LA,,,,3.0,1.0,,2.0,,1.0,,44.0,-12.0
