game_id,date,season,week,league,away,home,assisted_tackles,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,forced_fumbles,fumble_recoveries,rec_avg,rec_long,receiving_2pt,receiving_fum,receiving_tds,receiving_yards,receptions,sacks,tackles
FOOTBALL_AF1_2026_5_30_T584641G1168389@T584638,2026-05-31,2026,8,AF1,Washington Wolfpack,Oregon Lightning,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,5.0
FOOTBALL_AF1_2026_6_7_T584747G1168391@T584638,2026-06-07,2026,9,AF1,Kentucky Barrels,Oregon Lightning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,5.0
