game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,7.0,2.0,54.0,3.0,18.0,-6.0,132.0,18.0
PUL_2025_SEASON_TOTAL,,2025,1,PUL,,,15.0,,10.0,4.0,67.0,1.0,250.0,18.0
PUL_2026_SEASON_TOTAL,,2026,1,PUL,,,12.0,2.0,12.0,5.0,52.0,9.0,215.0,10.0
