game_id,date,season,week,league,away,home,recv_lg,recv_rec,recv_tar,recv_yac,recv_yds,ret_lg,ret_num,ret_yds,rush_att,rush_lg,rush_yds
FOOTBALL_CFL_2018_10_20_MTL@TOR,2018-10-20,2018,1,CFL,MTL,TOR,10.0,4.0,4.0,34.0,36.0,,,,2.0,6.0,9.0
FOOTBALL_CFL_2018_10_28_TOR@MTL,2018-10-28,2018,1,CFL,TOR,MTL,13.0,1.0,1.0,13.0,13.0,,,,6.0,10.0,28.0
FOOTBALL_CFL_2018_10_6_TOR@BC,2018-10-06,2018,1,CFL,TOR,BC,16.0,1.0,1.0,16.0,16.0,,,,10.0,17.0,53.0
FOOTBALL_CFL_2018_9_28_TOR@CGY,2018-09-28,2018,1,CFL,TOR,CGY,13.0,6.0,7.0,43.0,46.0,22.0,2.0,40.0,4.0,15.0,27.0
