game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-13-MTL-TOR,2023-05-13,2023,3,,MTL,TOR,3.0,1.0,30.0,23.0,,4.0,2.0,2.0,4.0,,26.0,3.0,298.0,241.0
2023-05-20-BOS-MTL,2023-05-20,2023,4,,BOS,MTL,,,11.0,11.0,,1.0,2.0,,,,11.0,,160.0,52.0
2023-05-27-TOR-MTL,2023-05-27,2023,5,,TOR,MTL,,2.0,4.0,3.0,,,,,13.0,1.0,4.0,1.0,6.0,22.0
2023-06-03-NY-MTL,2023-06-03,2023,6,,NY,MTL,,,23.0,20.0,,1.0,1.0,,1.0,,24.0,4.0,80.0,124.0
2023-06-11-BOS-MTL,2023-06-11,2023,7,,BOS,MTL,1.0,1.0,19.0,17.0,,,2.0,3.0,1.0,,20.0,3.0,174.0,209.0
2023-06-16-MTL-DC,2023-06-16,2023,8,,MTL,DC,1.0,2.0,15.0,13.0,,2.0,2.0,,12.0,,14.0,,203.0,48.0
2023-06-17-MTL-PHI,2023-06-17,2023,8,,MTL,PHI,,,,,1.0,,,,,,,1.0,,
2023-06-23-DC-MTL,2023-06-23,2023,9,,DC,MTL,,2.0,9.0,10.0,,2.0,,,19.0,,11.0,,60.0,54.0
2023-06-25-MTL-TOR,2023-06-25,2023,9,,MTL,TOR,,,,,,,2.0,,,,,,,
2023-07-02-PHI-MTL,2023-07-02,2023,10,,PHI,MTL,1.0,2.0,18.0,16.0,,,2.0,1.0,11.0,,19.0,3.0,123.0,210.0
2023-07-21-MTL-BOS,2023-07-21,2023,13,,MTL,BOS,3.0,1.0,18.0,16.0,,1.0,,1.0,,,18.0,1.0,221.0,110.0
2023-07-22-MTL-NY,2023-07-22,2023,13,,MTL,NY,,,,,,,,,0.0,,,,,
