game_id,date,season,week,league,away,home,def_solo,def_tot,receiving_tds,receiving_yards,receptions,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,score_p,score_pts,score_tot
FOOTBALL_CFL_2019_7_27_SSK@BC,2019-07-27,2019,1,CFL,SSK,BC,,,,,,-1.0,1.0,1.0,,-1.0,-1.0,,,
FOOTBALL_CFL_2019_7_6_CGY@SSK,2019-07-06,2019,1,CFL,CGY,SSK,1.0,1.0,,,,,,1.0,,,,,,
FOOTBALL_CFL_2019_8_24_OTT@SSK,2019-08-24,2019,1,CFL,OTT,SSK,,,,,,5.0,1.0,1.0,,,5.0,,,
FOOTBALL_CFL_2021_10_23_SSK@CGY,2021-10-23,2021,1,CFL,SSK,CGY,,,,,,16.0,3.0,4.0,1.0,4.0,44.0,1.0,6.0,1.0
FOOTBALL_CFL_2021_10_2_SSK@CGY,2021-10-02,2021,1,CFL,SSK,CGY,,,,,,8.0,2.0,8.0,,1.0,9.0,,,
FOOTBALL_CFL_2021_10_30_SSK@MTL,2021-10-30,2021,1,CFL,SSK,MTL,,,,,,16.0,1.0,2.0,,1.0,16.0,,,
FOOTBALL_CFL_2021_10_9_CGY@SSK,2021-10-09,2021,1,CFL,CGY,SSK,,,,,,15.0,2.0,3.0,,13.0,13.0,,,
FOOTBALL_CFL_2021_11_13_EDM@SSK,2021-11-13,2021,1,CFL,EDM,SSK,,,,,,3.0,2.0,3.0,,3.0,5.0,,,
FOOTBALL_CFL_2021_11_20_SSK@HAM,2021-11-20,2021,1,CFL,SSK,HAM,1.0,1.0,,,,19.0,2.0,4.0,,11.0,29.0,,,
FOOTBALL_CFL_2021_11_28_CGY@SSK,2021-11-28,2021,1,CFL,CGY,SSK,,,,,,3.0,1.0,2.0,,3.0,3.0,,,
FOOTBALL_CFL_2021_11_5_SSK@EDM,2021-11-05,2021,1,CFL,SSK,EDM,,,,,,,3.0,3.0,1.0,5.0,39.0,1.0,6.0,1.0
FOOTBALL_CFL_2021_12_5_SSK@WPG,2021-12-05,2021,1,CFL,SSK,WPG,1.0,1.0,,,,11.0,5.0,5.0,,16.0,40.0,,,
FOOTBALL_CFL_2021_8_14_HAM@SSK,2021-08-14,2021,1,CFL,HAM,SSK,,,,,,25.0,5.0,5.0,,23.0,62.0,,,
FOOTBALL_CFL_2021_8_21_OTT@SSK,2021-08-21,2021,1,CFL,OTT,SSK,,,,,,31.0,3.0,3.0,,9.0,67.0,,,
FOOTBALL_CFL_2021_8_6_BC@SSK,2021-08-06,2021,1,CFL,BC,SSK,,,,,,,3.0,3.0,1.0,3.0,25.0,1.0,6.0,1.0
FOOTBALL_CFL_2021_9_11_SSK@WPG,2021-09-11,2021,1,CFL,SSK,WPG,1.0,1.0,,,,53.0,2.0,3.0,,27.0,57.0,,,
FOOTBALL_CFL_2021_9_17_TOR@SSK,2021-09-17,2021,1,CFL,TOR,SSK,1.0,1.0,,,,,2.0,4.0,1.0,6.0,21.0,1.0,6.0,1.0
FOOTBALL_CFL_2021_9_24_SSK@BC,2021-09-24,2021,1,CFL,SSK,BC,,,,,,39.0,5.0,7.0,,17.0,76.0,,,
FOOTBALL_CFL_2021_9_5_WPG@SSK,2021-09-05,2021,1,CFL,WPG,SSK,,,,,,5.0,2.0,3.0,,5.0,8.0,,,
9889311,2023-07-29,2023,8,CFL,SSK,TOR,,,0.0,12.0,2.0,,,,,,,,,
