game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_minus_xg,goals_plus_assists,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,shots,shots_on_target,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-nwsl-2016-KPqjw8PQ6v,,2016,1,NWSL,,,2.0,0.4792,19.1615,2.1733,7.0,2.5501,9.0,25.0,1981.0,0.6597,620.0,-24.0879,-3.8851,2.5168,45.0,16.0,1.5208,4.4499,2.0287,5.9706,0.6985,2.3282
soccer-nwsl-2017-KPqjw8PQ6v,,2017,1,NWSL,,,4.0,0.5012,16.5121,3.4326,6.0,1.7285,10.0,32.0,2211.0,0.6731,881.0,16.1286,1.8307,4.0707,51.0,24.0,3.4988,4.2715,1.4025,7.7704,0.6548,2.9187
soccer-nwsl-2018-4JMAk47qKg,,2018,1,NWSL,,,4.0,1.9535,21.829,4.8814,5.0,0.3293,9.0,25.0,1164.0,0.6894,470.0,5.0693,1.0786,1.0302,49.0,23.0,2.0465,4.6707,1.3484,6.7172,0.6786,1.9038
soccer-nwsl-2018-KPqjw8PQ6v,,2018,1,NWSL,,,2.0,0.8616,18.0443,4.6402,3.0,1.1438,5.0,13.0,1029.0,0.6796,387.0,-9.394,-2.4274,1.549,28.0,9.0,1.1384,1.8562,0.0236,2.9946,0.7039,1.4846
soccer-nwsl-2019-4JMAk47qKg,,2019,1,NWSL,,,4.0,1.2825,17.9647,2.2033,5.0,-1.4354,9.0,38.0,2238.0,0.7204,937.0,15.8291,1.6893,2.3986,47.0,14.0,2.7175,6.4354,-1.9925,9.1529,0.7035,4.4324
soccer-nwsl-2020-7vQ7BBzqD1,,2020,1,NWSL,,,0.0,-1.0,16.8595,0.3718,1.0,0.1885,1.0,10.0,556.0,0.7068,191.0,-3.3684,-1.7636,0.5695,14.0,6.0,1.0,0.8115,-0.0616,1.8116,0.7244,0.4856
soccer-nwsl-2021-7vQ7BBzqD1,,2021,1,NWSL,,,6.0,1.647,19.7248,2.5815,2.0,-0.7737,8.0,41.0,2667.0,0.7673,1298.0,65.458,5.043,0.9883,40.0,13.0,4.353,2.7737,-0.5495,7.1268,0.7169,2.0074
soccer-nwsl-2022-7vQ7BBzqD1,,2022,1,NWSL,,,4.0,-0.3633,21.0825,5.9433,2.0,0.8358,6.0,44.0,2579.0,0.746,1697.0,62.2492,3.6682,1.7023,24.0,10.0,4.3633,1.1642,0.3211,5.5275,0.7093,1.035
soccer-nwsl-2023-7vQ7BBzqD1,,2023,1,NWSL,,,2.0,-0.1609,20.7102,4.2203,1.0,-0.3377,3.0,33.0,2203.0,0.7658,1251.0,61.7126,4.9331,0.5712,15.0,5.0,2.1609,1.3377,0.1966,3.4986,0.7165,0.746
soccer-nwsl-2024-7vQ7BBzqD1,,2024,1,NWSL,,,0.0,-1.3596,20.7638,4.1121,2.0,-0.009,2.0,29.0,2047.0,0.7605,1123.0,59.3343,5.2836,1.5864,11.0,3.0,1.3596,2.009,-0.7512,3.3685,0.7076,1.5288
soccer-nwsl-2025-7vQ7BBzqD1,,2025,1,NWSL,,,1.0,-0.2963,22.7862,6.3443,1.0,-0.2319,2.0,18.0,1430.0,0.7811,804.0,33.0763,4.114,0.4593,8.0,2.0,1.2963,1.2319,-0.4026,2.5282,0.74,0.5898
soccer-nwsl-2026-7vQ7BBzqD1,,2026,1,NWSL,,,2.0,1.5633,21.7647,3.9312,0.0,-0.2105,2.0,5.0,775.0,0.8014,423.0,12.1369,2.8692,0.0,5.0,1.0,0.4367,0.2105,-0.1615,0.6472,0.7727,0.1125
