game_id,date,season,week,league,away,home,1pt_conversion,completions,conversions,interceptions_lost,kick_returns,kr_long,kr_yards,pass_attempts,passing_yards,rush_attempts,rushing_tds,rushing_yards
FOOTBALL_XFL_2020_2_9_TB@NY,2020-02-09,2020,1,XFL,TB,NY,,1.0,,,,,,2.0,37.0,5.0,,34.0
FOOTBALL_XFL_2020_2_15_TB@SEA,2020-02-15,2020,2,XFL,TB,SEA,,3.0,,1.0,,,,7.0,18.0,5.0,,15.0
FOOTBALL_XFL_2020_2_22_HOU@TB,2020-02-22,2020,3,XFL,HOU,TB,,4.0,,,,,,6.0,51.0,6.0,1.0,29.0
FOOTBALL_XFL_2020_3_8_TB@LA,2020-03-08,2020,5,XFL,TB,LA,,,,,1.0,12.0,12.0,,,,,
SYNTHETIC_XFL_2023_W5_GUARDIANS,2023-03-18,2023,5,XFL,VIPERS,GUARDIANS,,,,,,,,,,,1.0,2.0
SYNTHETIC_XFL_2023_W7_GUARDIANS,2023-04-01,2023,7,XFL,GUARDIANS,DEFENDERS,0.0,,0.0,,,,,,,,,
