game_id,date,season,week,league,away,home,assists,blocks,callahans,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_2022_W1_WINDCHILL,,2022,1,AUDL,,,0.0,1.0,,,,0.0,2.0,,,,,3.0,276.0,120.0
SYNTHETIC_AUDL_2022_W2_WINDCHILL,,2022,2,AUDL,,,4.0,2.0,,,,0.0,0.0,,,,,1.0,100.0,88.0
SYNTHETIC_AUDL_2022_W3_WINDCHILL,,2022,3,AUDL,,,2.0,0.0,,,,0.0,1.0,,,,,1.0,80.0,47.0
2022-06-25-MAD-MIN,2022-06-25,2022,5,,MAD,MIN,1.0,0.0,,,,0.0,1.0,,,,,1.0,88.0,172.0
2022-07-01-MIN-CHI,2022-07-01,2022,6,,MIN,CHI,2.0,1.0,,,,0.0,0.0,,,,,1.0,82.0,134.0
2022-07-02-MIN-DET,2022-07-02,2022,6,,MIN,DET,0.0,1.0,,,,0.0,2.0,,,,,1.0,64.0,86.0
2022-07-10-MIN-MAD,2022-07-10,2022,7,AUDL,windchill,radicals,0.0,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0
2022-07-16-CHI-MIN,2022-07-16,2022,8,AUDL,union,windchill,3.0,0.0,,,,0.0,1.0,,,,,0.0,85.0,114.0
2022-07-23-MIN-IND,2022-07-23,2022,9,AUDL,windchill,alleycats,0.0,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0
2022-07-31-DET-MIN,2022-07-31,2022,10,AUDL,mechanix,windchill,0.0,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0
2023-05-06-TOR-BOS,2023-05-06,2023,2,AUDL,TORONTO RUSH,BOSTON GLORY,4.0,2.0,1.0,13.0,15.0,,1.0,1.0,1.0,2.0,18.0,3.0,107.0,152.0
2023-05-13-PHI-BOS,2023-05-13,2023,3,AUDL,PHILADELPHIA PHOENIX,BOSTON GLORY,,2.0,,8.0,8.0,,2.0,1.0,,4.0,10.0,2.0,44.0,38.0
2023-05-20-BOS-MTL,2023-05-20,2023,4,AUDL,BOSTON GLORY,MONTREAL ROYAL,2.0,1.0,,14.0,17.0,,,2.0,,1.0,18.0,1.0,56.0,129.0
2023-06-02-NY-BOS,2023-06-02,2023,6,AUDL,NEW YORK EMPIRE,BOSTON GLORY,,1.0,,3.0,1.0,,1.0,,,,1.0,,25.0,-6.0
2023-06-09-ATL-BOS,2023-06-09,2023,7,AUDL,ATLANTA HUSTLE,BOSTON GLORY,3.0,,,8.0,12.0,,1.0,,3.0,7.0,15.0,,26.0,210.0
2023-06-11-BOS-MTL,2023-06-11,2023,7,AUDL,BOSTON GLORY,MONTREAL ROYAL,,,,,,,,,,,,3.0,,
2023-06-16-BOS-NY,2023-06-16,2023,8,AUDL,BOSTON GLORY,NEW YORK EMPIRE,1.0,,,7.0,7.0,,,1.0,,,8.0,1.0,45.0,11.0
2023-06-24-DC-BOS,2023-06-24,2023,9,AUDL,DC BREEZE,BOSTON GLORY,1.0,2.0,,5.0,4.0,,1.0,,,7.0,5.0,1.0,87.0,34.0
2023-07-01-BOS-TOR,2023-07-01,2023,10,AUDL,BOSTON GLORY,TORONTO RUSH,2.0,,,8.0,8.0,1.0,,2.0,1.0,3.0,8.0,,106.0,73.0
2023-07-07-BOS-PHI,2023-07-07,2023,11,AUDL,BOSTON GLORY,PHILADELPHIA PHOENIX,1.0,,,10.0,12.0,,0.0,,1.0,11.0,12.0,,-2.0,93.0
