game_id,date,season,week,league,away,home,attempts,avg,long,td,yards
FOOTBALL_XLEAGUE_2018_SEASON_TOTAL,,2018,1,XLEAGUE,,,33.0,8.5,83.0,2.0,281.0
FOOTBALL_XLEAGUE_2021_SEASON_TOTAL,,2021,1,XLEAGUE,,,33.0,3.21,15.0,,106.0
