game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W2_RUSH,,,2,AUDL,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
SYNTHETIC_AUDL_W3_RUSH,,,3,AUDL,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2022-06-17-TOR-PHI,2022-06-17,2022,4,,TOR,PHI,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2022-06-18-TOR-DC,2022-06-18,2022,4,,TOR,DC,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2022-06-25-BOS-TOR,2022-06-25,2022,5,,BOS,TOR,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2022-07-02-TOR-OTT,2022-07-02,2022,6,,TOR,OTT,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2022-07-16-PHI-TOR,2022-07-16,2022,8,,PHI,TOR,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2023-05-20-DC-TOR,2023-05-20,2023,4,,DC,TOR,,1.0,2.0,2.0,,,1.0,2.0,,34.0,4.0
2023-05-27-TOR-MTL,2023-05-27,2023,5,,TOR,MTL,,,1.0,,,,,1.0,,34.0,
2023-07-22-TOR-PHI,2023-07-22,2023,13,,TOR,PHI,,,0.0,0.0,,,,0.0,,0.0,
