game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,match_played
cricket-hnd-2023-08-12-1355588,2023-08-12,2023,1,HND,Welsh Fire,Southern Brave,2.0,0.0,0.0,6.0,2.0,0.0,1.0
cricket-hnd-2024-08-18-1417857,2024-08-18,2024,1,HND,Welsh Fire,London Spirit,1.0,0.0,0.0,8.0,1.0,0.0,1.0
