game_id,date,season,week,league,away,home,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
2452435,,,1,,,,12.0,3.0,0.0,2.0,0.0,8.0,1.0
2660091,,,1,,,,11.0,0.0,0.0,3.0,0.0,9.0,1.0
2457576,,,2,,,,4.0,1.0,0.0,4.0,0.0,7.0,2.0
2559386,,,2,,,,3.0,1.0,0.0,6.0,0.0,6.0,1.0
2463132,,,3,,,,12.0,0.0,0.0,1.0,0.0,5.0,0.0
2559393,,,3,,,,7.0,3.0,0.0,5.0,1.0,7.0,0.0
2463412,,,4,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559399,,,4,,,,9.0,2.0,0.0,3.0,0.0,11.0,0.0
2559406,,,5,,,,10.0,3.0,0.0,1.0,0.0,3.0,0.0
2464827,,,6,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559381,,,6,,,,33.0,9.0,0.0,3.0,0.0,48.0,3.0
2559417,,,6,,,,9.0,0.0,0.0,1.0,0.0,8.0,1.0
