game_id,date,season,week,league,away,home,punt_avg,punt_long,punt_tb,punt_yards,punts,punts_blocked,punts_in20
FOOTBALL_AAF_2019_2_9_ATL@ORL,2019-02-09,2019,1,AAF,ATL,ORL,47.4,56.0,1.0,237.0,5.0,0.0,1.0
FOOTBALL_AAF_2019_2_17_ATL@SD,2019-02-17,2019,2,AAF,ATL,SD,49.0,55.0,0.0,196.0,4.0,0.0,0.0
FOOTBALL_AAF_2019_2_24_BIR@ATL,2019-02-24,2019,3,AAF,BIR,ATL,51.3,65.0,0.0,154.0,3.0,0.0,1.0
FOOTBALL_AAF_2019_3_3_ATL@ARI,2019-03-03,2019,4,AAF,ATL,ARI,35.0,46.0,0.0,105.0,3.0,0.0,2.0
FOOTBALL_AAF_2019_3_10_MEM@ATL,2019-03-10,2019,5,AAF,MEM,ATL,46.4,54.0,1.0,232.0,5.0,0.0,2.0
FOOTBALL_AAF_2019_3_17_SA@ATL,2019-03-17,2019,6,AAF,SA,ATL,44.8,64.0,1.0,269.0,6.0,0.0,1.0
FOOTBALL_AAF_2019_3_23_ORL@ATL,2019-03-23,2019,7,AAF,ORL,ATL,52.0,61.0,1.0,156.0,3.0,0.0,0.0
FOOTBALL_AAF_2019_3_31_ATL@BIR,2019-03-31,2019,8,AAF,ATL,BIR,52.6,59.0,0.0,263.0,5.0,0.0,1.0
