game_id,date,season,week,league,away,home,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
cricket-t20i-2021-09-13-1275042,2021-09-13,2021,1,T20I,Kenya,Nigeria,12.0,0.0,0.0,15.0,0.0,0.0,1.0,1.0
cricket-t20i-2021-09-16-1275045,2021-09-16,2021,1,T20I,Nigeria,Kenya,,,,,,,2.0,1.0
