game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
cricket-cpl-2013-08-13-635229,2013-08-13,2013,1,CPL,Barbados Tridents,Antigua Hawksbills,22.0,2.0,0.0,4.0,31.0,3.0,24.0,0.0,0.0,15.0,0.0,1.0,,1.0
cricket-cpl-2013-08-15-635231,2013-08-15,2013,1,CPL,St Lucia Zouks,Antigua Hawksbills,,,,,,,24.0,0.0,0.0,44.0,0.0,0.0,,1.0
cricket-cpl-2013-08-17-635233,2013-08-17,2013,1,CPL,Antigua Hawksbills,Guyana Amazon Warriors,,,,,,,6.0,0.0,0.0,20.0,0.0,1.0,,1.0
cricket-cpl-2014-08-07-743179,2014-08-07,2014,1,CPL,Guyana Amazon Warriors,Antigua Hawksbills,45.0,4.0,1.0,5.0,67.0,5.0,,,,,,,1.0,1.0
cricket-cpl-2014-08-09-743185,2014-08-09,2014,1,CPL,Trinidad & Tobago Red Steel,Antigua Hawksbills,18.0,1.0,0.0,3.0,19.0,1.0,,,,,,,,1.0
cricket-cpl-2015-06-24-857709,2015-06-24,2015,1,CPL,St Kitts and Nevis Patriots,St Lucia Zouks,6.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,1.0
cricket-cpl-2015-06-27-857715,2015-06-27,2015,1,CPL,St Kitts and Nevis Patriots,Barbados Tridents,22.0,1.0,0.0,4.0,27.0,2.0,12.0,0.0,1.0,26.0,1.0,0.0,,1.0
cricket-cpl-2015-07-03-857723,2015-07-03,2015,1,CPL,St Kitts and Nevis Patriots,Guyana Amazon Warriors,1.0,0.0,0.0,4.0,0.0,0.0,,,,,,,,1.0
cricket-cpl-2015-07-10-857739,2015-07-10,2015,1,CPL,St Kitts and Nevis Patriots,St Lucia Zouks,11.0,0.0,0.0,6.0,12.0,1.0,,,,,,,,1.0
cricket-cpl-2015-07-11-857741,2015-07-11,2015,1,CPL,St Kitts and Nevis Patriots,Trinidad & Tobago Red Steel,11.0,1.0,0.0,4.0,8.0,0.0,,,,,,,,1.0
cricket-cpl-2016-07-24-1011501,2016-07-24,2016,1,CPL,Guyana Amazon Warriors,St Lucia Zouks,,,,,,,6.0,0.0,0.0,18.0,0.0,0.0,,1.0
cricket-cpl-2016-08-03-1025665,2016-08-03,2016,1,CPL,Guyana Amazon Warriors,Jamaica Tallawahs,,,,,,,,,,,,,1.0,1.0
