game_id,date,season,week,league,away,home,completions,fumble_rec_yards,fumbles_forced,fumbles_lost_game,fumbles_opp_rec,fumbles_own_rec,interceptions_lost,pass_attempts,passing_tds,passing_yards,rush_attempts,rushing_tds,rushing_yards
FOOTBALL_AAF_2019_2_10_MEM@BIR,2019-02-10,2019,1,AAF,MEM,BIR,10.0,,,,,,1.0,23.0,0.0,87.0,1.0,0.0,5.0
FOOTBALL_AAF_2019_2_16_ARI@MEM,2019-02-16,2019,2,AAF,ARI,MEM,14.0,0.0,0.0,2.0,2.0,0.0,0.0,25.0,0.0,102.0,7.0,1.0,39.0
FOOTBALL_AAF_2019_2_23_MEM@ORL,2019-02-23,2019,3,AAF,MEM,ORL,8.0,,,,,,2.0,14.0,0.0,88.0,1.0,0.0,3.0
