game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_conceded,goals_conceded_minus_xg,goals_minus_xg,goals_per_xg,goals_plus_assists,headed_shot_share,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,saves,shots,shots_faced,shots_on_target,xa,xg,xg_faced,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-uslc-2017-KPqjwN4Q6v,,2017,1,USLC,,,0.0,0.0,34.5204,26.4143,0.0,15.0,3.9319,0.0,1.3552,0.0,0.1111,0.0,692.0,0.75,256.0,5.1148,1.998,0.0,21.0,0.0,36.0,0.0,0.0,0.0,11.0681,0.0,0.0,0.73,0.0
soccer-uslc-2018-KPqjwN4Q6v,,2018,1,USLC,,,0.0,0.0,52.2391,47.5686,0.0,1.0,0.8391,0.0,6.215,0.0,0.0,0.0,101.0,0.44,25.0,-0.894,-3.5758,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.1609,0.0,0.0,0.4758,0.0
soccer-uslc-2019-KPqjwN4Q6v,,2019,1,USLC,,,0.0,0.0,41.0393,33.0294,0.0,15.0,-0.6427,0.0,0.9589,0.0,0.1765,0.0,839.0,0.589,309.0,-10.2054,-3.3027,0.0,36.0,0.0,51.0,0.0,0.0,0.0,15.6427,0.0,0.0,0.622,0.0
soccer-mls-2021-eVq3ya6MWO,,2021,1,MLS,,,0.0,0.0,36.6666,28.5119,0.0,28.0,6.0406,0.0,1.2751,0.0,0.1613,0.0,1799.0,0.7169,491.0,-11.0956,-2.2598,0.0,33.0,0.0,62.0,0.0,0.0,0.0,21.9594,0.0,0.0,0.7395,0.0
soccer-uslc-2021-Pk5LzyGQOW,,2021,1,USLC,,,0.0,0.0,31.2851,21.8095,0.0,11.0,2.7752,0.0,1.3374,0.0,0.1786,0.0,481.0,0.7742,186.0,-5.2161,-2.8043,0.0,17.0,0.0,28.0,0.0,0.0,0.0,8.2248,0.0,0.0,0.8022,0.0
soccer-uslc-2022-Pk5LzyGQOW,,2022,1,USLC,,,0.0,-0.0403,38.048,27.5473,0.0,25.0,4.5047,0.0,1.2198,0.0,0.1875,1.0,1275.0,0.7215,492.0,-7.5668,-1.538,0.0,36.0,0.0,64.0,0.0,0.0403,0.0,20.4953,0.0,0.0403,0.7369,0.0
soccer-mls-2023-kRQabn8MKZ,,2023,1,MLS,,,0.0,-0.1451,34.8395,27.4056,0.0,12.0,0.0927,0.0,1.0078,0.0,0.0571,1.0,601.0,0.7754,187.0,4.1339,2.2106,0.0,23.0,0.0,35.0,0.0,0.1451,0.0,11.9073,0.0,0.1451,0.7533,0.0
soccer-mlsnp-2023-4JMAkpDqKg,,2023,1,MLSNP,,,0.0,0.0,30.6961,24.61,0.0,2.0,0.231,0.0,1.1306,0.0,0.0,0.0,21.0,0.75,4.0,-0.2305,-5.7628,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.769,0.0,0.0,0.8076,0.0
soccer-mlsnp-2024-jYQJXkP5GR,,2024,1,MLSNP,,,0.0,0.0,27.8521,15.0245,0.0,9.0,1.4946,-0.0754,1.1991,0.0,0.0952,0.0,395.0,0.8802,167.0,1.3115,0.7853,0.0,11.0,1.0,21.0,0.0,0.0,0.0754,7.5054,-0.0754,0.0754,0.8724,0.0741
soccer-mls-2025-Vj58weDM8n,,2025,1,MLS,,,0.0,0.0,28.02,16.8116,0.0,1.0,-2.4457,0.0,0.2902,0.0,0.3077,0.0,330.0,0.8641,103.0,-1.4351,-1.3933,0.0,10.0,0.0,13.0,0.0,0.0,0.0,3.4457,0.0,0.0,0.878,0.0
soccer-mlsnp-2025-gOMnJnOMwN,,2025,1,MLSNP,,,1.0,0.0209,12.7587,1.7932,2.0,,,0.082,,3.0,,6.0,867.0,0.6894,132.0,-0.0585,-0.0443,1.3209,,12.0,,4.0,0.9791,1.918,,-0.2596,2.8971,0.6898,1.2361
soccer-mlsnp-2026-jYQJXkP5GR,,2026,1,MLSNP,,,0.0,0.0,30.1698,16.2261,0.0,1.0,-0.6796,0.0,0.5954,0.0,0.0,0.0,97.0,0.8065,62.0,-1.7545,-2.8298,0.0,4.0,0.0,5.0,0.0,0.0,0.0,1.6796,0.0,0.0,0.8347,0.0
