game_id,date,season,week,league,away,home,interceptions_lost,interceptions_made,points_against,sacks
SYNTHETIC_CFL_2023_W8_HAM,2023-07-28,2023,8,CFL,HAM,OTT,,,12.0,7.0
SYNTHETIC_CFL_2023_W9_HAM,2023-08-05,2023,9,CFL,MTL,HAM,,,27.0,2.0
SYNTHETIC_CFL_2023_W11_HAM,2023-08-17,2023,11,CFL,EDM,HAM,,,24.0,1.0
SYNTHETIC_CFL_2023_W12_HAM,2023-08-26,2023,12,CFL,HAM,BC,,,13.0,2.0
SYNTHETIC_CFL_2023_W13_HAM,2023-09-04,2023,13,CFL,TOR,HAM,,,41.0,0.0
SYNTHETIC_CFL_2023_W14_HAM,2023-09-08,2023,14,CFL,HAM,OTT,,,24.0,1.0
SYNTHETIC_CFL_2023_W15_HAM,2023-09-16,2023,15,CFL,WPG,HAM,,,23.0,2.0
SYNTHETIC_CFL_2023_W16_HAM,2023-09-23,2023,16,CFL,HAM,TOR,,,29.0,0.0
SYNTHETIC_CFL_2023_W17_HAM,2023-09-30,2023,17,CFL,CGY,HAM,,,15.0,2.0
SYNTHETIC_CFL_2023_W18_HAM,2023-10-07,2023,18,CFL,HAM,SSK,,,13.0,3.0
SYNTHETIC_CFL_2023_W19_HAM,2023-10-13,2023,19,CFL,BC,HAM,,,33.0,3.0
SYNTHETIC_CFL_2023_W21_HAM,2023-10-28,2023,21,CFL,HAM,MTL,,,22.0,3.0
SYNTHETIC_CFL_2024_W1_HAM,2024-06-07,2024,1,CFL,HAM,CGY,,2.0,38.0,2.0
SYNTHETIC_CFL_2024_W2_HAM,2024-05-25,2024,2,CFL,OTT,HAM,,1.0,28.0,1.0
SYNTHETIC_CFL_2024_W3_HAM,2024-06-23,2024,3,CFL,HAM,SSK,,1.0,36.0,2.0
SYNTHETIC_CFL_2024_W4_HAM,2024-06-30,2024,4,CFL,HAM,OTT,,2.0,17.0,2.0
SYNTHETIC_CFL_2024_W5_HAM,2024-07-07,2024,5,CFL,BC,HAM,,1.0,38.0,1.0
SYNTHETIC_CFL_2024_W6_HAM,,2024,6,CFL,,,,2.0,20.0,2.0
SYNTHETIC_CFL_2024_W7_HAM,2024-07-20,2024,7,CFL,TOR,HAM,,3.0,15.0,1.0
SYNTHETIC_CFL_2024_W8_HAM,2024-07-28,2024,8,CFL,HAM,EDM,,0.0,33.0,1.0
SYNTHETIC_CFL_2024_W9_HAM,2024-08-02,2024,9,CFL,MTL,HAM,,1.0,24.0,1.0
SYNTHETIC_CFL_2024_W10_HAM,2024-08-10,2024,10,CFL,HAM,MTL,,1.0,41.0,2.0
SYNTHETIC_CFL_2024_W11_HAM,2024-08-17,2024,11,CFL,EDM,HAM,,1.0,29.0,1.0
SYNTHETIC_CFL_2024_W12_HAM,2024-08-23,2024,12,CFL,HAM,WPG,,3.0,26.0,3.0
SYNTHETIC_CFL_2024_W13_HAM,2024-09-02,2024,13,CFL,TOR,HAM,,0.0,35.0,4.0
SYNTHETIC_CFL_2024_W14_HAM,,2024,14,CFL,,,,1.0,9.0,2.0
SYNTHETIC_CFL_2024_W15_HAM,2024-09-14,2024,15,CFL,OTT,HAM,,2.0,21.0,2.0
SYNTHETIC_CFL_2024_W16_HAM,2024-09-20,2024,16,CFL,HAM,TOR,,1.0,31.0,1.0
SYNTHETIC_CFL_2024_W17_HAM,2024-09-27,2024,17,CFL,HAM,BC,,0.0,40.0,0.0
SYNTHETIC_CFL_2024_W18_HAM,2024-10-04,2024,18,CFL,WPG,HAM,,4.0,29.0,9.0
SYNTHETIC_CFL_2024_W19_HAM,,2024,19,CFL,,,,0.0,37.0,1.0
SYNTHETIC_CFL_2024_W20_HAM,2024-10-18,2024,20,CFL,CGY,HAM,,1.0,20.0,0.0
SYNTHETIC_CFL_2024_W21_HAM,2024-10-25,2024,21,CFL,HAM,OTT,,6.0,15.0,4.0
SYNTHETIC_CFL_2025_W1_HAM,2025-06-07,2025,1,CFL,HAM,CGY,,2.0,38.0,2.0
SYNTHETIC_CFL_2025_W2_HAM,2025-06-14,2025,2,CFL,SSK,HAM,1.0,,28.0,1.0
SYNTHETIC_CFL_2025_W4_HAM,2025-06-27,2025,4,CFL,MTL,HAM,,2.0,17.0,2.0
SYNTHETIC_CFL_2025_W5_HAM,2025-07-04,2025,5,CFL,HAM,TOR,,1.0,38.0,1.0
SYNTHETIC_CFL_2025_W6_HAM,2025-07-12,2025,6,CFL,OTT,HAM,,2.0,20.0,2.0
SYNTHETIC_CFL_2025_W7_HAM,2025-07-20,2025,7,CFL,HAM,OTT,,3.0,15.0,1.0
SYNTHETIC_CFL_2025_W8_HAM,2025-07-27,2025,8,CFL,HAM,BC,,,33.0,1.0
SYNTHETIC_CFL_2025_W9_HAM,2025-08-02,2025,9,CFL,HAM,EDM,,1.0,24.0,1.0
SYNTHETIC_CFL_2025_W10_HAM,2025-08-07,2025,10,CFL,BC,HAM,,1.0,41.0,2.0
SYNTHETIC_CFL_2025_W11_HAM,2025-08-16,2025,11,CFL,HAM,SSK,,1.0,29.0,1.0
SYNTHETIC_CFL_2025_W13_HAM,2025-09-01,2025,13,CFL,TOR,HAM,,,35.0,4.0
SYNTHETIC_CFL_2025_W14_HAM,2025-09-06,2025,14,CFL,HAM,MTL,,1.0,9.0,2.0
SYNTHETIC_CFL_2025_W15_HAM,2025-09-12,2025,15,CFL,WPG,HAM,,2.0,21.0,2.0
SYNTHETIC_CFL_2025_W16_HAM,2025-09-20,2025,16,CFL,EDM,HAM,,,27.0,3.0
SYNTHETIC_CFL_2025_W17_HAM,2025-09-27,2025,17,CFL,HAM,WPG,,,40.0,
SYNTHETIC_CFL_2025_W18_HAM,2025-10-04,2025,18,CFL,HAM,TOR,,4.0,29.0,9.0
SYNTHETIC_CFL_2025_W19_HAM,2025-10-11,2025,19,CFL,CGY,HAM,,,37.0,1.0
SYNTHETIC_CFL_2025_W21_HAM,2025-10-24,2025,21,CFL,OTT,HAM,,6.0,15.0,4.0
