game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_2022_W1_WINDCHILL,,2022,1,AUDL,,,3.0,1.0,,,0.0,1.0,,,,,,2.0,95.0,399.0
SYNTHETIC_AUDL_2022_W2_WINDCHILL,,2022,2,AUDL,,,3.0,0.0,,,1.0,1.0,,,,,,1.0,104.0,352.0
SYNTHETIC_AUDL_2022_W3_WINDCHILL,,2022,3,AUDL,,,3.0,0.0,,,1.0,0.0,,,,,,3.0,155.0,288.0
2022-06-25-MAD-MIN,2022-06-25,2022,5,,MAD,MIN,1.0,0.0,,,0.0,0.0,,,,,,4.0,54.0,123.0
2022-07-01-MIN-CHI,2022-07-01,2022,6,,MIN,CHI,2.0,0.0,,,0.0,1.0,,,,,,2.0,48.0,192.0
2022-07-02-MIN-DET,2022-07-02,2022,6,,MIN,DET,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0
2022-07-10-MIN-MAD,2022-07-10,2022,7,AUDL,windchill,radicals,1.0,0.0,,,0.0,0.0,,,,,,1.0,-3.0,201.0
2022-07-16-CHI-MIN,2022-07-16,2022,8,AUDL,union,windchill,3.0,0.0,,,0.0,0.0,,,,,,0.0,76.0,229.0
2022-07-23-MIN-IND,2022-07-23,2022,9,AUDL,windchill,alleycats,3.0,0.0,,,0.0,2.0,,,,,,1.0,94.0,430.0
2022-07-31-DET-MIN,2022-07-31,2022,10,AUDL,mechanix,windchill,1.0,0.0,,,0.0,1.0,,,,,,3.0,122.0,104.0
2023-05-06-MIN-IND,2023-05-06,2023,2,AUDL,MINNESOTA WIND CHILL,INDIANAPOLIS ALLEYCATS,5.0,,37.0,40.0,,,3.0,5.0,,,42.0,1.0,100.0,452.0
2023-05-20-PIT-MIN,2023-05-20,2023,4,AUDL,PITTSBURGH THUNDERBIRDS,MINNESOTA WIND CHILL,2.0,,28.0,34.0,,,7.0,3.0,,,34.0,,38.0,410.0
2023-05-27-MIN-DET,2023-05-27,2023,5,AUDL,MINNESOTA WIND CHILL,DETROIT MECHANIX,3.0,,46.0,50.0,1.0,2.0,1.0,2.0,,,52.0,2.0,49.0,282.0
2023-05-28-MIN-CHI,2023-05-28,2023,5,AUDL,MINNESOTA WIND CHILL,CHICAGO UNION,,,,,,,,,,1.0,,,,
2023-06-10-MAD-MIN,2023-06-10,2023,7,AUDL,MADISON RADICALS,MINNESOTA WIND CHILL,4.0,,60.0,66.0,1.0,,4.0,4.0,,,69.0,3.0,45.0,454.0
