game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,9.0,4.0,13.0,13.0,67.0,17.0,85.0,9.0
PUL_2025_SEASON_TOTAL,,2025,1,PUL,,,5.0,4.0,18.0,7.0,53.0,6.0,74.0,10.0
