game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,fielding_catches,match_played
cricket-wbbl-2019-10-18-1188382,2019-10-18,2019,1,WBBL,Sydney Sixers,Sydney Thunder,2.0,0.0,0.0,7.0,2.0,0.0,1.0,1.0
cricket-wbbl-2019-10-19-1188385,2019-10-19,2019,1,WBBL,Sydney Sixers,Brisbane Heat,17.0,1.0,0.0,6.0,13.0,0.0,,1.0
cricket-wbbl-2019-11-02-1188398,2019-11-02,2019,1,WBBL,Melbourne Renegades,Sydney Sixers,4.0,0.0,0.0,7.0,0.0,0.0,,1.0
cricket-wbbl-2019-11-09-1188407,2019-11-09,2019,1,WBBL,Sydney Sixers,Brisbane Heat,2.0,0.0,1.0,8.0,2.0,0.0,,1.0
cricket-wbbl-2019-11-13-1188412,2019-11-13,2019,1,WBBL,Hobart Hurricanes,Sydney Sixers,,,,,,,1.0,1.0
cricket-wbbl-2020-11-15-1226941,2020-11-15,2020,1,WBBL,Adelaide Strikers,Sydney Sixers,1.0,0.0,0.0,7.0,1.0,0.0,,1.0
cricket-wbbl-2021-10-26-1269071,2021-10-26,2021,1,WBBL,Melbourne Stars,Sydney Thunder,,,,,,,1.0,1.0
cricket-wbbl-2021-10-30-1269076,2021-10-30,2021,1,WBBL,Sydney Thunder,Melbourne Stars,6.0,0.0,1.0,9.0,7.0,0.0,,1.0
cricket-wbbl-2023-10-20-1387174,2023-10-20,2023,1,WBBL,Perth Scorchers,Hobart Hurricanes,9.0,1.0,0.0,3.0,9.0,0.0,,1.0
cricket-wbbl-2023-10-22-1387176,2023-10-22,2023,1,WBBL,Brisbane Heat,Perth Scorchers,1.0,0.0,0.0,4.0,0.0,0.0,,1.0
cricket-wbbl-2023-10-25-1387181,2023-10-25,2023,1,WBBL,Hobart Hurricanes,Perth Scorchers,33.0,7.0,1.0,3.0,45.0,0.0,,1.0
cricket-wbbl-2023-10-29-1387186,2023-10-29,2023,1,WBBL,Melbourne Stars,Perth Scorchers,33.0,6.0,0.0,4.0,45.0,0.0,,1.0
cricket-wbbl-2023-10-31-1387189,2023-10-31,2023,1,WBBL,Perth Scorchers,Sydney Sixers,10.0,1.0,0.0,3.0,9.0,0.0,,1.0
cricket-wbbl-2023-11-03-1387193,2023-11-03,2023,1,WBBL,Melbourne Renegades,Perth Scorchers,12.0,3.0,0.0,3.0,17.0,0.0,1.0,1.0
cricket-wbbl-2023-11-05-1387197,2023-11-05,2023,1,WBBL,Perth Scorchers,Adelaide Strikers,24.0,5.0,0.0,2.0,31.0,0.0,,1.0
cricket-wbbl-2023-11-12-1387207,2023-11-12,2023,1,WBBL,Perth Scorchers,Sydney Thunder,9.0,0.0,0.0,3.0,7.0,0.0,,1.0
cricket-wbbl-2023-11-16-1387212,2023-11-16,2023,1,WBBL,Perth Scorchers,Sydney Sixers,2.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0
