game_id,date,season,week,league,away,home,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-06-DAL-ATX,2023-05-06,2023,2,AUDL,DALLAS LEGION,AUSTIN SOL,1.0,9.0,8.0,1.0,,1.0,1.0,10.0,2.0,61.0,99.0
2023-05-13-HTX-DAL,2023-05-13,2023,3,AUDL,HOUSTON HAVOC,DALLAS LEGION,,1.0,1.0,,,,,1.0,,9.0,10.0
2023-06-03-DAL-HTX,2023-06-03,2023,6,AUDL,DALLAS LEGION,HOUSTON HAVOC,1.0,5.0,4.0,,,1.0,,5.0,1.0,64.0,24.0
2023-06-17-DAL-ATL,2023-06-17,2023,8,AUDL,DALLAS LEGION,ATLANTA HUSTLE,1.0,5.0,4.0,,,,,5.0,1.0,29.0,4.0
2023-07-08-ATX-DAL,2023-07-08,2023,11,AUDL,AUSTIN SOL,DALLAS LEGION,1.0,2.0,2.0,,,,,2.0,,29.0,5.0
2023-07-15-HTX-DAL,2023-07-15,2023,12,AUDL,HOUSTON HAVOC,DALLAS LEGION,1.0,7.0,4.0,,2.0,1.0,,5.0,1.0,95.0,26.0
2023-07-22-DAL-HTX,2023-07-22,2023,13,AUDL,DALLAS LEGION,HOUSTON HAVOC,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0
