game_id,date,season,week,league,away,home,assists,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,turnovers
WNBA_202508290ATL,2025-08-29,2025,1,WNBA,DAL,ATL,1.0,,,1.0,,0.333,3.0,1.0,1.0,,,,13.566666666666666,,-31.0,2.0,,
WNBA_202509010MIN,2025-09-01,2025,1,WNBA,DAL,MIN,2.0,,0.5,2.0,1.0,0.286,7.0,2.0,1.0,0.667,6.0,4.0,18.233333333333334,2.0,-21.0,9.0,2.0,1.0
WNBA_202509070LAS,2025-09-07,2025,1,WNBA,DAL,LAS,,2.0,,1.0,,0.5,4.0,2.0,1.0,,,,9.0,,-1.0,4.0,2.0,
WNBA_202509110DAL,2025-09-11,2025,1,WNBA,PHO,DAL,,,,,,0.5,2.0,1.0,1.0,,,,3.8166666666666664,,-3.0,2.0,,
