game_id,date,season,week,league,away,home,interceptions_lost,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_yds,passing_tds,passing_yards,rush_att,rush_lg,rush_td,rush_yds,rushing_tds,rushing_yards,score_pts,score_r,score_tot
FOOTBALL_CFL_2022_10_29_HAM@OTT,2022-10-29,2022,1,CFL,HAM,OTT,,,,,,,,,,,4.0,,2.0,3.0,,,12.0,2.0,2.0
FOOTBALL_CFL_2022_7_28_MTL@HAM,2022-07-28,2022,1,CFL,MTL,HAM,,,,,,,,,,,2.0,,1.0,,,,6.0,1.0,1.0
FOOTBALL_CFL_2022_8_12_TOR@HAM,2022-08-12,2022,1,CFL,TOR,HAM,,2.0,2.0,,2.0,1.0,1.0,4.0,,,7.0,30.0,1.0,55.0,,,6.0,1.0,1.0
FOOTBALL_CFL_2022_8_20_HAM@MTL,2022-08-20,2022,1,CFL,HAM,MTL,,,,,,,,,,,1.0,,1.0,1.0,,,6.0,1.0,1.0
FOOTBALL_CFL_2022_9_5_TOR@HAM,2022-09-05,2022,1,CFL,TOR,HAM,,25.0,14.0,1.0,36.0,14.0,2.0,171.0,,,6.0,7.0,,24.0,,,,,
6238,2022-07-28,2022,8,CFL,MTL,HAM,,,,,,,,,,,,,,,1.0,0.0,,,
6247,2022-08-12,2022,10,CFL,TOR,HAM,0.0,,,,,,,,0.0,4.0,,,,,1.0,55.0,,,
6252,2022-08-20,2022,11,CFL,HAM,MTL,0.0,,,,,,,,1.0,65.0,,,,,1.0,1.0,,,
