game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_conceded,goals_conceded_minus_xg,goals_minus_xg,goals_per_xg,goals_plus_assists,headed_shot_share,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,saves,shots,shots_faced,shots_on_target,xa,xg,xg_faced,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-mls-2013-APk5LGOMOW,,2013,1,MLS,,,0.0,0.0,48.2896,43.9405,0.0,1.0,-0.9534,0.0,0.5119,0.0,0.4286,0.0,97.0,0.6818,22.0,2.677,12.1683,0.0,6.0,0.0,7.0,0.0,0.0,0.0,1.9534,0.0,0.0,0.5601,0.0
soccer-mls-2014-APk5LGOMOW,,2014,1,MLS,,,0.0,0.0,40.5471,32.4797,0.0,23.0,0.3779,0.0,1.0167,0.0,0.1139,0.0,1262.0,0.7065,460.0,4.7285,1.0279,0.0,52.0,0.0,79.0,0.0,0.0,0.0,22.6221,0.0,0.0,0.6962,0.0
soccer-mls-2015-APk5LGOMOW,,2015,1,MLS,,,0.0,-0.0419,43.7776,36.509,0.0,43.0,-0.1287,0.0,0.997,0.0,0.1667,1.0,3330.0,0.6415,1060.0,22.8499,2.1556,0.0,109.0,0.0,156.0,0.0,0.0419,0.0,43.1287,0.0,0.0419,0.62,0.0
soccer-mls-2016-APk5LGOMOW,,2016,1,MLS,,,0.0,-0.1121,47.5541,40.6732,0.0,60.0,2.3075,0.0,1.04,0.0,0.2389,2.0,3684.0,0.5776,1134.0,5.7892,0.5105,0.0,113.0,0.0,180.0,0.0,0.1121,0.0,57.6925,0.0,0.1121,0.5725,0.0
soccer-mls-2017-APk5LGOMOW,,2017,1,MLS,,,0.0,0.0,39.6664,30.6183,0.0,49.0,6.8337,0.0,1.1621,0.0,0.125,0.0,3018.0,0.7016,1049.0,-13.2605,-1.2641,0.0,84.0,0.0,136.0,0.0,0.0,0.0,42.1663,0.0,0.0,0.7143,0.0
soccer-mls-2018-APk5LGOMOW,,2018,1,MLS,,,0.0,-0.0216,40.7567,31.7858,0.0,50.0,-4.9022,0.0,0.9107,0.0,0.2011,1.0,3321.0,0.6765,1116.0,-6.5966,-0.5911,0.0,132.0,0.0,184.0,0.0,0.0216,0.0,54.9022,0.0,0.0216,0.6824,0.0
soccer-mls-2019-APk5LGOMOW,,2019,1,MLS,,,0.0,0.0,39.3646,30.4093,0.0,58.0,7.1878,0.0,1.1415,0.0,0.1319,0.0,3157.0,0.6782,957.0,-9.1793,-0.9592,0.0,84.0,0.0,144.0,0.0,0.0,0.0,50.8122,0.0,0.0,0.6878,0.0
soccer-mls-2020-lgpMOvnQzy,,2020,1,MLS,,,0.0,0.0,36.9839,27.7963,0.0,10.0,0.9896,0.0,1.1098,0.0,0.0938,0.0,792.0,0.7753,267.0,15.967,5.9802,0.0,22.0,0.0,32.0,0.0,0.0,0.0,9.0104,0.0,0.0,0.7155,0.0
soccer-mls-2021-mvzqoLZQap,,2021,1,MLS,,,0.0,0.0,38.2923,30.4702,0.0,6.0,2.7853,0.0,1.8664,0.0,0.0769,0.0,396.0,0.729,107.0,4.3288,4.0456,0.0,7.0,0.0,13.0,0.0,0.0,0.0,3.2147,0.0,0.0,0.6885,0.0
soccer-mls-2024-mvzqoLZQap,,2024,1,MLS,,,0.0,0.0,29.491,22.3746,0.0,2.0,-0.6831,0.0,0.7454,0.0,0.25,0.0,147.0,0.7636,55.0,-0.2878,-0.5234,0.0,6.0,0.0,8.0,0.0,0.0,0.0,2.6831,0.0,0.0,0.7689,0.0
soccer-mls-2025-mvzqoLZQap,,2025,1,MLS,,,0.0,0.0,25.0811,16.5571,0.0,5.0,1.3656,0.0,1.3757,0.0,0.0625,0.0,604.0,0.8774,212.0,-0.0338,-0.0159,0.0,10.0,0.0,16.0,0.0,0.0,0.0,3.6344,0.0,0.0,0.8775,0.0
