game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
BILLINGS-OREGON,,,1,,,,1.0,68.0,6.0,1.0,5.0
SYNTHETIC_AF1_2025_W4_BILLINGS,2025-04-03,2025,4,AF1,BILLINGS,WASHINGTON,2.0,49.0,4.0,,
SYNTHETIC_AF1_2025_W5_BILLINGS,2025-04-13,2025,5,AF1,BILLINGS,ALBANY,,21.0,3.0,,
SYNTHETIC_AF1_2025_W6_BILLINGS,2025-04-20,2025,6,AF1,ALBANY,BILLINGS,,28.0,2.0,,
SYNTHETIC_AF1_2025_W8_BILLINGS,2025-05-03,2025,8,AF1,BILLINGS,SW KANSAS,,92.0,11.0,1.0,1.0
