game_id,date,season,week,league,away,home,1pt_conversion,lost_fumbles,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_UFL_2024_W5_STALLIONS,2024-04-27,2024,5,UFL,ROUGHNECKS,STALLIONS,,,0.0,0.0,0.0,1.0,50.0
SYNTHETIC_UFL_2024_W8_STALLIONS,2024-05-18,2024,8,UFL,STALLIONS,ROUGHNECKS,1.0,1.0,0.0,5.0,1.0,0.0,32.0
SYNTHETIC_UFL_2024_W10_STALLIONS,2024-06-01,2024,10,UFL,STALLIONS,PANTHERS,,,0.0,4.0,1.0,0.0,6.0
SYNTHETIC_UFL_2025_W2_STALLIONS,2025-04-04,2025,2,UFL,PANTHERS,STALLIONS,,,,,,0.0,4.0
SYNTHETIC_UFL_2025_W4_STALLIONS,2025-04-19,2025,4,UFL,ROUGHNECKS,STALLIONS,,,0.0,4.0,2.0,0.0,28.0
SYNTHETIC_UFL_2025_W9_STALLIONS,2025-05-24,2025,9,UFL,STALLIONS,PANTHERS,,,0.0,4.0,1.0,2.0,21.0
SYNTHETIC_UFL_2025_W10_STALLIONS,2025-06-01,2025,10,UFL,SHOWBOATS,STALLIONS,1.0,,0.0,6.0,1.0,1.0,34.0
