game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,fielding_catches,fielding_runouts,match_played
cricket-wbbl-2017-01-02-1023707,2017-01-02,2017,1,WBBL,Sydney Sixers,Adelaide Strikers,,,,,,,1.0,,1.0
cricket-wbbl-2017-01-03-1023711,2017-01-03,2017,1,WBBL,Adelaide Strikers,Sydney Sixers,2.0,0.0,0.0,8.0,0.0,0.0,,,1.0
cricket-wbbl-2017-12-16-1118482,2017-12-16,2017,1,WBBL,Adelaide Strikers,Melbourne Renegades,,,,,,,2.0,,1.0
cricket-wbbl-2017-12-17-1118484,2017-12-17,2017,1,WBBL,Melbourne Renegades,Adelaide Strikers,15.0,1.0,1.0,6.0,16.0,0.0,,,1.0
cricket-wbbl-2017-12-29-1118490,2017-12-29,2017,1,WBBL,Adelaide Strikers,Brisbane Heat,34.0,1.0,1.0,7.0,31.0,0.0,,,1.0
cricket-wbbl-2017-12-31-1118494,2017-12-31,2017,1,WBBL,Adelaide Strikers,Brisbane Heat,20.0,0.0,0.0,6.0,12.0,0.0,1.0,,1.0
cricket-wbbl-2018-01-05-1118497,2018-01-05,2018,1,WBBL,Adelaide Strikers,Melbourne Stars,1.0,0.0,1.0,7.0,1.0,0.0,1.0,,1.0
cricket-wbbl-2018-01-09-1118503,2018-01-09,2018,1,WBBL,Melbourne Stars,Adelaide Strikers,27.0,2.0,1.0,5.0,28.0,0.0,,,1.0
cricket-wbbl-2018-01-14-1118509,2018-01-14,2018,1,WBBL,Adelaide Strikers,Perth Scorchers,3.0,0.0,1.0,7.0,2.0,0.0,1.0,,1.0
cricket-wbbl-2018-01-28-1118526,2018-01-28,2018,1,WBBL,Adelaide Strikers,Sydney Sixers,6.0,0.0,0.0,8.0,6.0,0.0,,,1.0
cricket-wbbl-2018-02-02-1118529,2018-02-02,2018,1,WBBL,Sydney Sixers,Adelaide Strikers,2.0,0.0,0.0,7.0,0.0,0.0,,,1.0
cricket-wbbl-2018-12-08-1152731,2018-12-08,2018,1,WBBL,Melbourne Renegades,Adelaide Strikers,3.0,0.0,0.0,7.0,0.0,0.0,,,1.0
cricket-wbbl-2018-12-15-1152738,2018-12-15,2018,1,WBBL,Adelaide Strikers,Sydney Thunder,8.0,1.0,0.0,5.0,7.0,0.0,,,1.0
cricket-wbbl-2018-12-16-1152741,2018-12-16,2018,1,WBBL,Sydney Thunder,Adelaide Strikers,11.0,1.0,1.0,7.0,17.0,1.0,1.0,,1.0
cricket-wbbl-2018-12-21-1152747,2018-12-21,2018,1,WBBL,Melbourne Stars,Adelaide Strikers,4.0,0.0,0.0,7.0,1.0,0.0,,,1.0
cricket-wbbl-2018-12-28-1152756,2018-12-28,2018,1,WBBL,Sydney Sixers,Adelaide Strikers,18.0,1.0,0.0,3.0,12.0,0.0,,,1.0
cricket-wbbl-2018-12-31-1152762,2018-12-31,2018,1,WBBL,Adelaide Strikers,Sydney Sixers,5.0,0.0,0.0,3.0,2.0,0.0,,,1.0
cricket-wbbl-2019-01-05-1152767,2019-01-05,2019,1,WBBL,Brisbane Heat,Adelaide Strikers,4.0,0.0,0.0,3.0,2.0,0.0,,,1.0
cricket-wbbl-2019-01-12-1152775,2019-01-12,2019,1,WBBL,Adelaide Strikers,Perth Scorchers,4.0,0.0,1.0,8.0,2.0,0.0,2.0,,1.0
cricket-wbbl-2019-01-13-1152778,2019-01-13,2019,1,WBBL,Perth Scorchers,Adelaide Strikers,11.0,2.0,0.0,6.0,13.0,0.0,,,1.0
cricket-wbbl-2023-10-20-1387174,2023-10-20,2023,1,WBBL,Perth Scorchers,Hobart Hurricanes,11.0,0.0,0.0,7.0,6.0,0.0,,,1.0
cricket-wbbl-2023-10-27-1387183,2023-10-27,2023,1,WBBL,Adelaide Strikers,Hobart Hurricanes,,,,,,,,1.0,1.0
cricket-wbbl-2024-10-28-1442649,2024-10-28,2024,1,WBBL,Hobart Hurricanes,Sydney Thunder,16.0,1.0,1.0,7.0,23.0,1.0,,1.0,1.0
cricket-wbbl-2024-10-31-1442652,2024-10-31,2024,1,WBBL,Sydney Thunder,Hobart Hurricanes,10.0,1.0,1.0,7.0,9.0,0.0,,,1.0
cricket-wbbl-2024-11-02-1442655,2024-11-02,2024,1,WBBL,Brisbane Heat,Hobart Hurricanes,,,,,,,1.0,,1.0
cricket-wbbl-2024-11-03-1442657,2024-11-03,2024,1,WBBL,Hobart Hurricanes,Melbourne Stars,6.0,1.0,0.0,7.0,7.0,0.0,,,1.0
cricket-wbbl-2024-11-06-1442660,2024-11-06,2024,1,WBBL,Sydney Sixers,Hobart Hurricanes,16.0,1.0,0.0,7.0,11.0,0.0,,,1.0
cricket-wbbl-2024-11-21-1442680,2024-11-21,2024,1,WBBL,Melbourne Renegades,Hobart Hurricanes,15.0,2.0,0.0,7.0,15.0,0.0,,,1.0
cricket-wbbl-2024-11-23-1442683,2024-11-23,2024,1,WBBL,Perth Scorchers,Hobart Hurricanes,10.0,1.0,0.0,5.0,11.0,0.0,,,1.0
